"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Legal Aid Agency","London","15","15","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","Outside London","30","25","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Maritime and Coastguard Agency","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","London","55","55","39910","34380"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Met Office","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","London","210","210","37920","37850"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Outside London","285","275","33970","33830"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","London","340","335","41170","37600"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Outside London","55","55","35760","32700"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","London","75","75","38160","38790"
"In post","2023","Black","National Crime Agency","Outside London","30","30","[c]","[c]"
"In post","2023","Black","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Infrastructure Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Savings and Investments","London","15","10","[c]","[c]"
"In post","2023","Black","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","London","35","35","47040","44250"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Outside London","40","40","48200","47750"
"In post","2023","Black","Office of Gas and Electricity Markets","London","95","95","43120","41900"
"In post","2023","Black","Office of Gas and Electricity Markets","Outside London","20","20","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Outside London","20","20","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","London","15","15","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Public Guardian","Outside London","90","85","23740","21780"
"In post","2023","Black","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Outside London","20","20","[c]","[c]"
"In post","2023","Black","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Outside London","45","45","44220","41640"
"In post","2023","Black","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Prison Service","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Serious Fraud Office","London","25","25","[c]","[c]"
"In post","2023","Black","Social Security Scotland","Outside London","25","25","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","London","5","5","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","London","25","25","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Outside London","30","30","[c]","[c]"
"In post","2023","Black","The National Archives","London","10","10","[c]","[c]"
"In post","2023","Black","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","London","50","50","47100","42220"
"In post","2023","Black","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","London","175","170","41470","34440"
"In post","2023","Black","UK Health Security Agency","Outside London","110","105","44630","37060"
"In post","2023","Black","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","London","25","25","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Outside London","105","95","32070","31060"
"In post","2023","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","London","50","45","38090","36030"
"In post","2023","Black","Valuation Office Agency","Outside London","25","25","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Revenue Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Active Travel England","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Advisory, Conciliation and Arbitration Service","London","5","5","[c]","[c]"
"In post","2023","Mixed","Advisory, Conciliation and Arbitration Service","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Animal and Plant Health Agency","London","5","5","[c]","[c]"
"In post","2023","Mixed","Animal and Plant Health Agency","Outside London","50","45","29300","29080"
"In post","2023","Mixed","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Building Digital UK","London","10","10","[c]","[c]"
"In post","2023","Mixed","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Cabinet Office (excl. agencies)","London","125","120","50440","55790"
"In post","2023","Mixed","Cabinet Office (excl. agencies)","Outside London","50","50","41770","34970"
"In post","2023","Mixed","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Central Civil Service Fast Stream","London","90","90","30750","30130"
"In post","2023","Mixed","Central Civil Service Fast Stream","Outside London","25","25","[c]","[c]"
"In post","2023","Mixed","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Outside London","15","15","[c]","[c]"
"In post","2023","Mixed","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Charity Commission","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","London","30","30","48720","45320"
"In post","2023","Mixed","Competition and Markets Authority","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Criminal Injuries Compensation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
