"Status","Year","Disability","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Security","Female","230","220","34270","31920"
"In post","2023","Declared disabled","White","Security","Male","480","465","34780","30700"
"In post","2023","Declared disabled","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Female","1350","1260","40380","35020"
"In post","2023","Declared disabled","White","Unknown","Male","940","915","40210","36330"
"In post","2023","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Analysis","Female","280","270","44320","39790"
"In post","2023","Declared non-disabled","Asian","Analysis","Male","275","275","44320","40850"
"In post","2023","Declared non-disabled","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Commercial","Female","145","140","45250","39170"
"In post","2023","Declared non-disabled","Asian","Commercial","Male","140","140","50670","46000"
"In post","2023","Declared non-disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Communications","Female","75","75","41380","39300"
"In post","2023","Declared non-disabled","Asian","Communications","Male","40","40","46370","42500"
"In post","2023","Declared non-disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Counter Fraud","Female","630","570","32150","32260"
"In post","2023","Declared non-disabled","Asian","Counter Fraud","Male","525","515","33630","32520"
"In post","2023","Declared non-disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Debt","Female","520","440","24050","22520"
"In post","2023","Declared non-disabled","Asian","Debt","Male","360","345","23900","22520"
"In post","2023","Declared non-disabled","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Female","580","565","43450","40640"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Male","885","880","45250","42140"
"In post","2023","Declared non-disabled","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Finance","Female","440","415","40470","38410"
"In post","2023","Declared non-disabled","Asian","Finance","Male","470","465","42320","39150"
"In post","2023","Declared non-disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Grants Management","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Grants Management","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Human Resources","Female","370","355","39060","35650"
"In post","2023","Declared non-disabled","Asian","Human Resources","Male","180","180","36930","33650"
"In post","2023","Declared non-disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Internal Audit","Female","45","40","45170","43160"
"In post","2023","Declared non-disabled","Asian","Internal Audit","Male","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Legal","Female","700","645","44520","45230"
"In post","2023","Declared non-disabled","Asian","Legal","Male","325","320","46230","49050"
"In post","2023","Declared non-disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","No function","Female","9845","8810","32060","28880"
"In post","2023","Declared non-disabled","Asian","No function","Male","7700","7450","32620","28900"
"In post","2023","Declared non-disabled","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Female","520","495","44630","39790"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Male","465","460","45290","41800"
"In post","2023","Declared non-disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Property","Female","170","160","34830","32510"
"In post","2023","Declared non-disabled","Asian","Property","Male","155","155","37920","34170"
"In post","2023","Declared non-disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Security","Female","95","90","34490","31630"
"In post","2023","Declared non-disabled","Asian","Security","Male","170","170","33360","29480"
"In post","2023","Declared non-disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Female","265","250","38570","36590"
"In post","2023","Declared non-disabled","Asian","Unknown","Male","170","165","41920","39670"
"In post","2023","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Analysis","Female","95","95","40400","39040"
"In post","2023","Declared non-disabled","Black","Analysis","Male","65","65","40370","37680"
"In post","2023","Declared non-disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Commercial","Female","100","95","43940","38940"
"In post","2023","Declared non-disabled","Black","Commercial","Male","65","65","49530","43010"
"In post","2023","Declared non-disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Female","55","50","41140","38770"
"In post","2023","Declared non-disabled","Black","Communications","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Female","325","305","32590","32520"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Male","195","190","32700","32520"
"In post","2023","Declared non-disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Debt","Female","150","135","25780","22520"
"In post","2023","Declared non-disabled","Black","Debt","Male","75","75","25260","22520"
"In post","2023","Declared non-disabled","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Female","290","290","41060","39110"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Male","385","380","42560","40000"
"In post","2023","Declared non-disabled","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Finance","Female","220","215","41340","39150"
"In post","2023","Declared non-disabled","Black","Finance","Male","155","155","42620","40310"
"In post","2023","Declared non-disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Grants Management","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Grants Management","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Human Resources","Female","235","225","39410","36180"
"In post","2023","Declared non-disabled","Black","Human Resources","Male","70","65","37500","33850"
"In post","2023","Declared non-disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Internal Audit","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Internal Audit","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Legal","Female","365","350","42560","36800"
"In post","2023","Declared non-disabled","Black","Legal","Male","155","155","45250","41470"
"In post","2023","Declared non-disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","No function","Female","5480","5160","32480","30750"
"In post","2023","Declared non-disabled","Black","No function","Male","3385","3315","33160","31310"
"In post","2023","Declared non-disabled","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Project Delivery","Female","315","310","44040","40890"
"In post","2023","Declared non-disabled","Black","Project Delivery","Male","175","170","44050","40790"
"In post","2023","Declared non-disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Property","Female","75","75","36450","34530"
"In post","2023","Declared non-disabled","Black","Property","Male","55","55","40190","38420"
"In post","2023","Declared non-disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Security","Female","50","50","38810","36180"
"In post","2023","Declared non-disabled","Black","Security","Male","75","75","34550","27950"
"In post","2023","Declared non-disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Female","95","90","39430","39150"
"In post","2023","Declared non-disabled","Black","Unknown","Male","65","60","37510","33520"
"In post","2023","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Analysis","Female","85","80","46480","43650"
"In post","2023","Declared non-disabled","Mixed","Analysis","Male","85","85","43980","42540"
"In post","2023","Declared non-disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Commercial","Female","55","55","44540","40620"
"In post","2023","Declared non-disabled","Mixed","Commercial","Male","35","35","52980","43490"
"In post","2023","Declared non-disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Communications","Female","55","55","45580","40970"
"In post","2023","Declared non-disabled","Mixed","Communications","Male","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Counter Fraud","Female","120","115","33010","29430"
"In post","2023","Declared non-disabled","Mixed","Counter Fraud","Male","105","105","37040","32540"
"In post","2023","Declared non-disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Debt","Female","60","50","24080","22520"
"In post","2023","Declared non-disabled","Mixed","Debt","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Digital, Data & Technology","Female","125","120","44420","42060"
"In post","2023","Declared non-disabled","Mixed","Digital, Data & Technology","Male","180","180","43450","41670"
"In post","2023","Declared non-disabled","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Finance","Female","100","95","41500","39140"
"In post","2023","Declared non-disabled","Mixed","Finance","Male","70","70","46510","43650"
"In post","2023","Declared non-disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Grants Management","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Grants Management","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Human Resources","Female","130","125","39990","35220"
"In post","2023","Declared non-disabled","Mixed","Human Resources","Male","65","65","40870","38130"
"In post","2023","Declared non-disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Internal Audit","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Legal","Female","185","170","47240","49050"
"In post","2023","Declared non-disabled","Mixed","Legal","Male","95","90","49390","52060"
"In post","2023","Declared non-disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","No function","Female","2580","2405","34080","30720"
"In post","2023","Declared non-disabled","Mixed","No function","Male","1740","1700","36500","32510"
"In post","2023","Declared non-disabled","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Project Delivery","Female","165","155","46170","42140"
"In post","2023","Declared non-disabled","Mixed","Project Delivery","Male","120","115","47210","42510"
