"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Project Delivery","Outside London","SEO/HEO","340","335","37100","37540"
"In post","2023","Asian","Project Delivery","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Property","London","EO","45","40","31630","31540"
"In post","2023","Asian","Property","London","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","London","SEO/HEO","65","65","41290","40070"
"In post","2023","Asian","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Outside London","AA/AO","40","35","22530","22520"
"In post","2023","Asian","Property","Outside London","EO","40","40","27460","27570"
"In post","2023","Asian","Property","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2023","Asian","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Outside London","SEO/HEO","60","60","37140","35000"
"In post","2023","Asian","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Asian","Psychology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Outside London","SEO/HEO","30","30","39260","38090"
"In post","2023","Asian","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Science and Engineering","London","EO","20","20","[c]","[c]"
"In post","2023","Asian","Science and Engineering","London","G6/G7","45","45","60540","60580"
"In post","2023","Asian","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","London","SEO/HEO","115","115","39350","40880"
"In post","2023","Asian","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Outside London","AA/AO","30","30","24550","25340"
"In post","2023","Asian","Science and Engineering","Outside London","EO","45","40","27820","27320"
"In post","2023","Asian","Science and Engineering","Outside London","G6/G7","60","60","56450","54530"
"In post","2023","Asian","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Outside London","SEO/HEO","235","225","37690","37980"
"In post","2023","Asian","Science and Engineering","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","London","AA/AO","70","65","25990","24380"
"In post","2023","Asian","Security","London","EO","45","40","31400","30200"
"In post","2023","Asian","Security","London","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","London","SEO/HEO","75","75","40810","39790"
"In post","2023","Asian","Security","Outside London","AA/AO","90","90","26360","21720"
"In post","2023","Asian","Security","Outside London","EO","15","10","[c]","[c]"
"In post","2023","Asian","Security","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Outside London","SEO/HEO","35","35","37110","37690"
"In post","2023","Asian","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","London","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Asian","Social Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Social Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","Statistics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","London","EO","15","15","[c]","[c]"
"In post","2023","Asian","Statistics","London","G6/G7","45","40","61770","62220"
"In post","2023","Asian","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","London","SEO/HEO","85","85","40230","41020"
"In post","2023","Asian","Statistics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Asian","Statistics","Outside London","G6/G7","20","15","[c]","[c]"
"In post","2023","Asian","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Outside London","SEO/HEO","60","55","37380","37890"
"In post","2023","Asian","Statistics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tax","London","AA/AO","20","15","[c]","[c]"
"In post","2023","Asian","Tax","London","EO","115","105","33000","32540"
"In post","2023","Asian","Tax","London","G6/G7","70","70","66110","65230"
"In post","2023","Asian","Tax","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tax","London","SEO/HEO","290","275","41520","39790"
"In post","2023","Asian","Tax","Outside London","AA/AO","215","190","22520","22520"
"In post","2023","Asian","Tax","Outside London","EO","420","400","28130","27890"
"In post","2023","Asian","Tax","Outside London","G6/G7","115","110","59190","57970"
"In post","2023","Asian","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tax","Outside London","SEO/HEO","595","580","36400","35000"
"In post","2023","Asian","Unknown","London","AA/AO","30","30","26960","26920"
"In post","2023","Asian","Unknown","London","EO","130","125","30590","31210"
"In post","2023","Asian","Unknown","London","G6/G7","170","170","62300","61530"
"In post","2023","Asian","Unknown","London","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","London","SEO/HEO","350","345","37410","39110"
"In post","2023","Asian","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Outside London","AA/AO","155","145","23190","22520"
"In post","2023","Asian","Unknown","Outside London","EO","180","175","28400","28120"
"In post","2023","Asian","Unknown","Outside London","G6/G7","95","95","58680","54870"
"In post","2023","Asian","Unknown","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","Outside London","SEO/HEO","360","355","37420","35000"
"In post","2023","Asian","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","AA/AO","15","15","[c]","[c]"
"In post","2023","Black","Commercial","London","EO","20","20","[c]","[c]"
"In post","2023","Black","Commercial","London","G6/G7","35","35","67070","65500"
"In post","2023","Black","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","SEO/HEO","65","65","41580","41550"
"In post","2023","Black","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Black","Commercial","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Black","Commercial","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Outside London","SEO/HEO","65","60","38380","38470"
"In post","2023","Black","Commercial","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","London","EO","10","10","[c]","[c]"
"In post","2023","Black","Communications","London","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","London","SEO/HEO","50","45","39230","38930"
"In post","2023","Black","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
