"Status","Year","Age","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Black","Debt","Male","15","15","[c]","[c]"
"In post","2023","20-29","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Digital, Data & Technology","Female","60","60","36830","34700"
"In post","2023","20-29","Black","Digital, Data & Technology","Male","55","55","34910","32260"
"In post","2023","20-29","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Finance","Female","25","25","[c]","[c]"
"In post","2023","20-29","Black","Finance","Male","15","15","[c]","[c]"
"In post","2023","20-29","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","Female","40","40","34160","32980"
"In post","2023","20-29","Black","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","20-29","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Legal","Female","90","90","30880","27760"
"In post","2023","20-29","Black","Legal","Male","25","25","[c]","[c]"
"In post","2023","20-29","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","No function","Female","1050","1030","31390","31260"
"In post","2023","20-29","Black","No function","Male","410","410","30700","29280"
"In post","2023","20-29","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Project Delivery","Female","60","60","36210","33940"
"In post","2023","20-29","Black","Project Delivery","Male","30","30","37470","38820"
"In post","2023","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Property","Female","10","10","[c]","[c]"
"In post","2023","20-29","Black","Property","Male","10","10","[c]","[c]"
"In post","2023","20-29","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Security","Female","10","10","[c]","[c]"
"In post","2023","20-29","Black","Security","Male","5","5","[c]","[c]"
"In post","2023","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Female","45","45","32330","31790"
"In post","2023","20-29","Black","Unknown","Male","15","15","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Analysis","Female","55","55","37310","35620"
"In post","2023","20-29","Mixed","Analysis","Male","65","65","38340","36400"
"In post","2023","20-29","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Female","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Male","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","Female","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","Male","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Counter Fraud","Female","40","35","30490","28130"
"In post","2023","20-29","Mixed","Counter Fraud","Male","35","35","34010","32260"
"In post","2023","20-29","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Debt","Female","25","20","[c]","[c]"
"In post","2023","20-29","Mixed","Debt","Male","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Digital, Data & Technology","Female","45","40","34380","31980"
"In post","2023","20-29","Mixed","Digital, Data & Technology","Male","55","55","34610","33990"
"In post","2023","20-29","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","Female","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","Male","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","Female","50","50","34090","32300"
"In post","2023","20-29","Mixed","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Legal","Female","65","65","32350","28200"
"In post","2023","20-29","Mixed","Legal","Male","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","No function","Female","1000","975","31320","29080"
"In post","2023","20-29","Mixed","No function","Male","580","575","32340","30320"
"In post","2023","20-29","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Project Delivery","Female","65","65","36200","32960"
"In post","2023","20-29","Mixed","Project Delivery","Male","40","40","33200","31280"
"In post","2023","20-29","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Property","Female","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Property","Male","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Security","Female","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Security","Male","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Female","80","75","31940","30130"
"In post","2023","20-29","Mixed","Unknown","Male","60","60","31300","30130"
"In post","2023","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Analysis","Female","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Analysis","Male","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","Female","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Counter Fraud","Male","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Debt","Female","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data & Technology","Female","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data & Technology","Male","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Legal","Female","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Legal","Male","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","No function","Female","195","195","31800","29890"
"In post","2023","20-29","Other ethnicity","No function","Male","165","160","35300","32520"
"In post","2023","20-29","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","Female","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","Male","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Female","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Male","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Analysis","Female","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Analysis","Male","45","45","39090","37110"
"In post","2023","20-29","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","Female","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","Male","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Communications","Female","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Communications","Male","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Counter Fraud","Female","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Counter Fraud","Male","25","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Debt","Female","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Debt","Male","10","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Digital, Data & Technology","Female","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Digital, Data & Technology","Male","65","65","37240","35000"
"In post","2023","20-29","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Finance","Male","35","35","34380","33600"
"In post","2023","20-29","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Grants Management","Male","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Human Resources","Female","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Legal","Female","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Legal","Male","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","No function","Female","300","290","31900","29980"
"In post","2023","20-29","Undeclared","No function","Male","420","420","32450","30940"
"In post","2023","20-29","Undeclared","Project Delivery","Female","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Project Delivery","Male","30","30","[c]","[c]"
"In post","2023","20-29","Undeclared","Property","Female","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Property","Male","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Security","Male","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Female","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Male","45","45","31700","30650"
"In post","2023","20-29","Unknown","Analysis","Female","255","255","36810","35410"
"In post","2023","20-29","Unknown","Analysis","Male","360","360","37300","35410"
"In post","2023","20-29","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","Female","95","95","33920","32960"
"In post","2023","20-29","Unknown","Commercial","Male","115","115","32850","31350"
"In post","2023","20-29","Unknown","Communications","Female","145","145","37570","37540"
"In post","2023","20-29","Unknown","Communications","Male","85","85","38240","35860"
"In post","2023","20-29","Unknown","Counter Fraud","Female","210","205","31200","28130"
"In post","2023","20-29","Unknown","Counter Fraud","Male","180","180","31610","28130"
"In post","2023","20-29","Unknown","Debt","Female","270","255","23490","22520"
"In post","2023","20-29","Unknown","Debt","Male","275","270","23430","22520"
"In post","2023","20-29","Unknown","Digital, Data & Technology","Female","325","325","35900","34700"
"In post","2023","20-29","Unknown","Digital, Data & Technology","Male","670","670","35330","34400"
"In post","2023","20-29","Unknown","Finance","Female","165","160","30900","27890"
"In post","2023","20-29","Unknown","Finance","Male","210","205","33620","31280"
"In post","2023","20-29","Unknown","Grants Management","Female","55","50","25750","22150"
"In post","2023","20-29","Unknown","Grants Management","Male","45","45","23250","22150"
"In post","2023","20-29","Unknown","Human Resources","Female","195","195","32260","29900"
"In post","2023","20-29","Unknown","Human Resources","Male","100","100","30090","27650"
"In post","2023","20-29","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Legal","Female","135","135","33910","29660"
"In post","2023","20-29","Unknown","Legal","Male","65","65","31400","28200"
"In post","2023","20-29","Unknown","No function","Female","8215","8020","29140","26840"
"In post","2023","20-29","Unknown","No function","Male","6605","6545","29420","27890"
"In post","2023","20-29","Unknown","Project Delivery","Female","295","290","35190","34700"
"In post","2023","20-29","Unknown","Project Delivery","Male","275","275","35680","34400"
"In post","2023","20-29","Unknown","Property","Female","160","155","27410","26020"
"In post","2023","20-29","Unknown","Property","Male","200","195","30260","28330"
"In post","2023","20-29","Unknown","Security","Female","110","110","31470","28370"
"In post","2023","20-29","Unknown","Security","Male","335","335","28710","27480"
"In post","2023","20-29","Unknown","Unknown","Female","850","830","30540","29100"
"In post","2023","20-29","Unknown","Unknown","Male","980","975","30900","29450"
"In post","2023","20-29","White","Analysis","Female","1190","1180","37880","36170"
"In post","2023","20-29","White","Analysis","Male","1265","1255","38040","35410"
