"Status","Year","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","Female","260","245","36140","37590"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","Male","210","205","36360","37590"
"In post","2023","Estyn","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","EO","Female","15","15","[c]","[c]"
"In post","2023","Estyn","EO","Male","10","5","[c]","[c]"
"In post","2023","Estyn","G6/G7","Female","35","30","76330","78500"
"In post","2023","Estyn","G6/G7","Male","40","35","77940","78500"
"In post","2023","Estyn","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","AA/AO","Female","45","45","26560","26100"
"In post","2023","FCDO Services","AA/AO","Male","90","85","28620","26100"
"In post","2023","FCDO Services","EO","Female","80","80","29690","28540"
"In post","2023","FCDO Services","EO","Male","135","135","30360","29400"
"In post","2023","FCDO Services","G6/G7","Female","65","60","64610","62160"
"In post","2023","FCDO Services","G6/G7","Male","160","145","63810","62130"
"In post","2023","FCDO Services","SCS level","Female","5","5","[c]","[c]"
"In post","2023","FCDO Services","SCS level","Male","5","5","[c]","[c]"
"In post","2023","FCDO Services","SEO/HEO","Female","115","115","39790","40750"
"In post","2023","FCDO Services","SEO/HEO","Male","345","340","42920","42890"
"In post","2023","FCDO Services","Unknown","Female","15","15","[c]","[c]"
"In post","2023","FCDO Services","Unknown","Male","50","50","24660","23800"
"In post","2023","Food Standards Agency","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","EO","Female","110","105","27940","28090"
"In post","2023","Food Standards Agency","EO","Male","325","305","28460","28090"
"In post","2023","Food Standards Agency","G6/G7","Female","155","155","56730","55850"
"In post","2023","Food Standards Agency","G6/G7","Male","145","140","56880","56240"
"In post","2023","Food Standards Agency","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","SEO/HEO","Female","445","435","36270","37720"
"In post","2023","Food Standards Agency","SEO/HEO","Male","360","355","36530","37720"
"In post","2023","Food Standards Scotland","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Food Standards Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","EO","Female","30","25","[c]","[c]"
"In post","2023","Food Standards Scotland","EO","Male","65","65","30860","31940"
"In post","2023","Food Standards Scotland","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Food Standards Scotland","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Food Standards Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","SEO/HEO","Female","85","80","38660","38330"
"In post","2023","Food Standards Scotland","SEO/HEO","Male","65","65","40190","38330"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Female","195","185","26560","25700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Male","150","150","26900","25700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Female","370","355","30860","31340"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Male","270","270","31040","31140"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Female","1625","1570","60270","58970"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Male","1615","1600","61170","59770"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Female","250","245","85650","79000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Male","330","325","88080","79520"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Female","1435","1410","38900","38600"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Male","1355","1350","39040","38540"
"In post","2023","Forestry and Land Scotland","AA/AO","Female","150","145","26840","26220"
"In post","2023","Forestry and Land Scotland","AA/AO","Male","365","355","28350","28140"
"In post","2023","Forestry and Land Scotland","EO","Female","115","110","32890","33260"
"In post","2023","Forestry and Land Scotland","EO","Male","175","170","33880","33260"
"In post","2023","Forestry and Land Scotland","G6/G7","Female","15","10","[c]","[c]"
"In post","2023","Forestry and Land Scotland","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Forestry and Land Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Forestry and Land Scotland","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Forestry and Land Scotland","SEO/HEO","Female","100","95","42790","41500"
"In post","2023","Forestry and Land Scotland","SEO/HEO","Male","160","155","43140","41500"
"In post","2023","Government Actuary's Department","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","EO","Female","15","15","[c]","[c]"
"In post","2023","Government Actuary's Department","EO","Male","15","15","[c]","[c]"
"In post","2023","Government Actuary's Department","G6/G7","Female","55","45","84460","80480"
"In post","2023","Government Actuary's Department","G6/G7","Male","70","65","90480","84840"
"In post","2023","Government Actuary's Department","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Government Actuary's Department","SEO/HEO","Male","40","40","42590","41870"
"In post","2023","Government Commercial Organisation","G6/G7","Female","560","550","66910","66270"
"In post","2023","Government Commercial Organisation","G6/G7","Male","635","630","68630","67110"
"In post","2023","Government Commercial Organisation","SCS level","Female","90","90","114050","107940"
"In post","2023","Government Commercial Organisation","SCS level","Male","130","130","128040","124400"
"In post","2023","Government Commercial Organisation","SEO/HEO","Female","50","50","40110","40290"
"In post","2023","Government Commercial Organisation","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2023","Government Internal Audit Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","EO","Female","20","20","[c]","[c]"
"In post","2023","Government Internal Audit Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","G6/G7","Female","85","80","56690","54850"
"In post","2023","Government Internal Audit Agency","G6/G7","Male","110","105","58620","58640"
"In post","2023","Government Internal Audit Agency","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Government Internal Audit Agency","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Government Internal Audit Agency","SEO/HEO","Female","150","135","40220","42700"
"In post","2023","Government Internal Audit Agency","SEO/HEO","Male","95","90","41870","42700"
"In post","2023","Government Legal Department","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","Government Legal Department","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Government Legal Department","EO","Female","250","235","29180","28170"
"In post","2023","Government Legal Department","EO","Male","105","105","29330","28010"
"In post","2023","Government Legal Department","G6/G7","Female","1195","1065","60790","62350"
"In post","2023","Government Legal Department","G6/G7","Male","580","565","61760","63270"
"In post","2023","Government Legal Department","SCS level","Female","135","125","84910","79300"
"In post","2023","Government Legal Department","SCS level","Male","80","75","85740","81990"
"In post","2023","Government Legal Department","SEO/HEO","Female","175","170","38540","38860"
"In post","2023","Government Legal Department","SEO/HEO","Male","115","115","38140","38570"
"In post","2023","Government Property Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","EO","Female","10","10","[c]","[c]"
"In post","2023","Government Property Agency","EO","Male","15","15","[c]","[c]"
"In post","2023","Government Property Agency","G6/G7","Female","80","80","55590","55790"
"In post","2023","Government Property Agency","G6/G7","Male","120","120","57250","56150"
"In post","2023","Government Property Agency","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Government Property Agency","SCS level","Male","20","15","[c]","[c]"
"In post","2023","Government Property Agency","SEO/HEO","Female","75","75","36560","38330"
"In post","2023","Government Property Agency","SEO/HEO","Male","65","60","38130","38420"
"In post","2023","HM Courts and Tribunals Service","AA/AO","Female","6690","5635","22180","21780"
"In post","2023","HM Courts and Tribunals Service","AA/AO","Male","2740","2605","22290","21780"
"In post","2023","HM Courts and Tribunals Service","EO","Female","2015","1875","27020","25830"
"In post","2023","HM Courts and Tribunals Service","EO","Male","755","745","27130","25830"
"In post","2023","HM Courts and Tribunals Service","G6/G7","Female","460","440","58390","56080"
"In post","2023","HM Courts and Tribunals Service","G6/G7","Male","280","275","58520","56080"
"In post","2023","HM Courts and Tribunals Service","SCS level","Female","45","45","84300","79270"
"In post","2023","HM Courts and Tribunals Service","SCS level","Male","30","30","89960","80650"
"In post","2023","HM Courts and Tribunals Service","SEO/HEO","Female","1910","1785","37420","37680"
"In post","2023","HM Courts and Tribunals Service","SEO/HEO","Male","895","870","37810","37680"
"In post","2023","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","Male","5","5","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","AA/AO","Female","995","905","23470","23390"
"In post","2023","HM Land Registry","AA/AO","Male","600","585","23460","23390"
"In post","2023","HM Land Registry","EO","Female","1625","1400","28340","28080"
"In post","2023","HM Land Registry","EO","Male","835","795","28610","28080"
"In post","2023","HM Land Registry","G6/G7","Female","180","170","62240","61730"
"In post","2023","HM Land Registry","G6/G7","Male","145","140","62740","61730"
"In post","2023","HM Land Registry","SCS level","Female","15","15","[c]","[c]"
"In post","2023","HM Land Registry","SCS level","Male","15","15","[c]","[c]"
"In post","2023","HM Land Registry","SEO/HEO","Female","1265","1125","37730","34850"
