"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Counter Fraud","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Other","AA/AO","AO","10","10","26560","26920"
"In post","2023","Counter Fraud","Other","EO","EO","60","50","30130","29730"
"In post","2023","Counter Fraud","Other","G6/G7","G6","20","20","72700","71300"
"In post","2023","Counter Fraud","Other","G6/G7","G7","85","75","58410","57970"
"In post","2023","Counter Fraud","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Other","SEO/HEO","HEO","55","55","36110","35000"
"In post","2023","Counter Fraud","Other","SEO/HEO","SEO","45","45","43220","42510"
"In post","2023","Counter Fraud","Policy","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Tax","EO","EO","405","375","29370","28130"
"In post","2023","Counter Fraud","Tax","G6/G7","G6","105","100","72820","71300"
"In post","2023","Counter Fraud","Tax","G6/G7","G7","355","335","58910","57970"
"In post","2023","Counter Fraud","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","SEO/HEO","HEO","550","520","36000","35000"
"In post","2023","Counter Fraud","Tax","SEO/HEO","SEO","285","270","43200","42510"
"In post","2023","Counter Fraud","Unknown","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","EO","EO","105","100","29920","28920"
"In post","2023","Counter Fraud","Unknown","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","G6/G7","G7","25","25","56070","55780"
"In post","2023","Counter Fraud","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","SEO/HEO","HEO","95","90","35850","34700"
"In post","2023","Counter Fraud","Unknown","SEO/HEO","SEO","30","30","41950","42140"
"In post","2023","Debt","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Operational Delivery","AA/AO","AO","3235","2930","23090","22520"
"In post","2023","Debt","Operational Delivery","EO","EO","855","785","29130","28130"
"In post","2023","Debt","Operational Delivery","G6/G7","G6","10","10","72360","71300"
"In post","2023","Debt","Operational Delivery","G6/G7","G7","30","30","58510","57970"
"In post","2023","Debt","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Operational Delivery","SEO/HEO","HEO","195","180","35680","35000"
"In post","2023","Debt","Operational Delivery","SEO/HEO","SEO","85","80","43160","42510"
"In post","2023","Debt","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Other","AA/AO","AA","30","25","21250","21250"
"In post","2023","Debt","Other","AA/AO","AO","2100","1805","21830","21690"
"In post","2023","Debt","Other","EO","EO","380","330","28270","28120"
"In post","2023","Debt","Other","SEO/HEO","HEO","100","90","34350","34170"
"In post","2023","Debt","Other","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Debt","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Policy","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Debt","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Tax","AA/AO","AO","535","505","22710","22520"
"In post","2023","Debt","Tax","EO","EO","105","105","28210","27890"
"In post","2023","Debt","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Tax","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Debt","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","AA/AO","AO","25","25","23030","22520"
"In post","2023","Debt","Unknown","EO","EO","35","35","29170","28120"
"In post","2023","Debt","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Communications","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AA","30","30","21890","22040"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AO","485","470","23090","22220"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","EO","EO","3215","3065","28650","28120"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G6","1575","1555","69790","68470"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G7","5015","4915","56240","55780"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","SCS level","SCS level","340","335","95240","90000"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","HEO","5190","5050","34820","34300"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","SEO","5650","5530","42420","41870"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","Unknown","75","75","37470","37200"
"In post","2023","Digital, Data & Technology","Economics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Finance","EO","EO","20","20","28390","28120"
"In post","2023","Digital, Data & Technology","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Finance","G6/G7","G7","15","15","53840","53810"
"In post","2023","Digital, Data & Technology","Finance","SEO/HEO","HEO","30","30","34120","34170"
"In post","2023","Digital, Data & Technology","Finance","SEO/HEO","SEO","35","30","39950","38470"
"In post","2023","Digital, Data & Technology","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Human Resources","EO","EO","10","10","27730","28370"
"In post","2023","Digital, Data & Technology","Human Resources","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Human Resources","G6/G7","G7","15","15","57400","56430"
"In post","2023","Digital, Data & Technology","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Human Resources","SEO/HEO","HEO","20","20","34940","35650"
"In post","2023","Digital, Data & Technology","Human Resources","SEO/HEO","SEO","15","15","41340","41870"
"In post","2023","Digital, Data & Technology","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","AA/AO","AA","10","10","21590","21380"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","AA/AO","AO","235","225","23200","22220"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","EO","EO","300","290","28100","27470"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","G6/G7","G6","30","30","66420","66140"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","G6/G7","G7","65","65","55390","54710"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","HEO","245","245","34480","34300"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","SEO","135","130","42240","41800"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Unknown","Unknown","25","25","35010","31920"
"In post","2023","Digital, Data & Technology","Operational Delivery","AA/AO","AO","80","80","21170","20660"
"In post","2023","Digital, Data & Technology","Operational Delivery","EO","EO","120","115","27830","27890"
"In post","2023","Digital, Data & Technology","Operational Delivery","G6/G7","G6","40","40","65300","62540"
"In post","2023","Digital, Data & Technology","Operational Delivery","G6/G7","G7","135","130","52630","51910"
"In post","2023","Digital, Data & Technology","Operational Delivery","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Delivery","SEO/HEO","HEO","300","290","33370","33050"
"In post","2023","Digital, Data & Technology","Operational Delivery","SEO/HEO","SEO","385","365","40420","39750"
"In post","2023","Digital, Data & Technology","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Research","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Research","SEO/HEO","SEO","10","10","42530","42510"
"In post","2023","Digital, Data & Technology","Other","AA/AO","AA","25","25","19230","19080"
"In post","2023","Digital, Data & Technology","Other","AA/AO","AO","10","10","23900","26400"
"In post","2023","Digital, Data & Technology","Other","EO","EO","75","70","27770","27650"
"In post","2023","Digital, Data & Technology","Other","G6/G7","G6","15","15","68620","70840"
"In post","2023","Digital, Data & Technology","Other","G6/G7","G7","35","35","53210","54260"
"In post","2023","Digital, Data & Technology","Other","SEO/HEO","HEO","50","45","34300","36000"
"In post","2023","Digital, Data & Technology","Other","SEO/HEO","SEO","80","75","40440","39650"
"In post","2023","Digital, Data & Technology","Policy","G6/G7","G6","30","30","65380","65780"
"In post","2023","Digital, Data & Technology","Policy","G6/G7","G7","25","25","52790","55120"
"In post","2023","Digital, Data & Technology","Policy","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Policy","SEO/HEO","SEO","15","15","40520","41230"
"In post","2023","Digital, Data & Technology","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Project Delivery","EO","EO","40","40","29110","29750"
"In post","2023","Digital, Data & Technology","Project Delivery","G6/G7","G6","15","15","67140","66860"
"In post","2023","Digital, Data & Technology","Project Delivery","G6/G7","G7","45","45","56000","55350"
"In post","2023","Digital, Data & Technology","Project Delivery","SEO/HEO","HEO","85","80","34580","35410"
"In post","2023","Digital, Data & Technology","Project Delivery","SEO/HEO","SEO","90","85","40730","39820"
"In post","2023","Digital, Data & Technology","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Property","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","EO","EO","55","50","25720","26650"
"In post","2023","Digital, Data & Technology","Science and Engineering","G6/G7","G6","50","40","60360","60490"
"In post","2023","Digital, Data & Technology","Science and Engineering","G6/G7","G7","130","120","48540","47960"
"In post","2023","Digital, Data & Technology","Science and Engineering","SEO/HEO","HEO","90","85","32960","32730"
"In post","2023","Digital, Data & Technology","Science and Engineering","SEO/HEO","SEO","240","225","40230","39650"
"In post","2023","Digital, Data & Technology","Security","EO","EO","10","10","27900","27450"
"In post","2023","Digital, Data & Technology","Security","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","G6/G7","G7","15","15","57600","56430"
"In post","2023","Digital, Data & Technology","Security","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","SEO/HEO","SEO","10","10","48360","50960"
"In post","2023","Digital, Data & Technology","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","EO","EO","20","15","28370","27890"
"In post","2023","Digital, Data & Technology","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","G6/G7","G7","15","15","59050","57970"
"In post","2023","Digital, Data & Technology","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","SEO/HEO","HEO","35","35","34940","34700"
"In post","2023","Digital, Data & Technology","Tax","SEO/HEO","SEO","25","25","42970","42510"
"In post","2023","Digital, Data & Technology","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","EO","EO","115","115","28170","27890"
"In post","2023","Digital, Data & Technology","Unknown","G6/G7","G6","90","90","69420","69500"
