"Status","Year","Age","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","Female","705","695","25840","25600"
"In post","2023","20-29","Attorney General's Departments","Operational Delivery","Male","275","275","25330","24480"
"In post","2023","20-29","Attorney General's Departments","Other","Female","10","10","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Policy","Female","20","20","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Policy","Male","10","10","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Project Delivery","Female","10","10","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Project Delivery","Male","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Departments","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Commercial","Female","140","140","42100","32960"
"In post","2023","20-29","Cabinet Office","Commercial","Male","105","105","41410","32960"
"In post","2023","20-29","Cabinet Office","Communications","Female","35","35","38880","35650"
"In post","2023","20-29","Cabinet Office","Communications","Male","15","15","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Digital, Data and Technology","Female","145","145","39130","33570"
"In post","2023","20-29","Cabinet Office","Digital, Data and Technology","Male","170","170","40070","34000"
"In post","2023","20-29","Cabinet Office","Economics","Female","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Economics","Male","10","10","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Finance","Female","45","45","31970","32480"
"In post","2023","20-29","Cabinet Office","Finance","Male","65","65","32960","32480"
"In post","2023","20-29","Cabinet Office","Human Resources","Female","105","100","32740","28370"
"In post","2023","20-29","Cabinet Office","Human Resources","Male","50","50","28230","28180"
"In post","2023","20-29","Cabinet Office","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Policy","Female","70","70","44310","41870"
"In post","2023","20-29","Cabinet Office","Policy","Male","60","60","45420","41870"
"In post","2023","20-29","Cabinet Office","Project Delivery","Female","155","155","31260","30130"
"In post","2023","20-29","Cabinet Office","Project Delivery","Male","90","90","31930","30130"
"In post","2023","20-29","Cabinet Office","Property","Female","30","30","34240","32480"
"In post","2023","20-29","Cabinet Office","Property","Male","25","25","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Science and Engineering","Female","55","55","30180","30130"
"In post","2023","20-29","Cabinet Office","Science and Engineering","Male","40","40","30440","30130"
"In post","2023","20-29","Cabinet Office","Security","Female","25","25","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Security","Male","20","20","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Statistics","Female","50","50","31080","30130"
"In post","2023","20-29","Cabinet Office","Statistics","Male","55","55","31410","30130"
"In post","2023","20-29","Cabinet Office","Unknown","Female","845","840","33020","30130"
"In post","2023","20-29","Cabinet Office","Unknown","Male","520","520","34040","30130"
"In post","2023","20-29","Chancellor's other departments","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Other","Female","15","15","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Other","Male","35","35","41070","37690"
"In post","2023","20-29","Chancellor's other departments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Operational Delivery","Female","35","35","27410","25300"
"In post","2023","20-29","Charity Commission","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2023","20-29","Charity Commission","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Economics","Female","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Economics","Male","25","25","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","Female","15","15","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","Male","10","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","Female","50","50","35490","34110"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","Male","30","30","34820","34110"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Commercial","Male","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Communications","Female","35","35","39520","39720"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Communications","Male","25","25","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","Female","15","15","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","45","45","32840","33010"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","105","105","34100","33430"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Economics","Female","60","60","40710","35700"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Economics","Male","100","100","40730","35190"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Finance","Female","15","15","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Finance","Male","25","25","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","Female","45","45","35150","31030"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Legal","Female","10","10","[c]","[c]"
