"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","EO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","G6","15","10","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","G7","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","HEO","30","30","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","SEO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","SEO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","EO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","G7","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Communications","HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","SEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","AO","15","10","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","EO","35","35","30580","30980"
"In post","2023","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HEO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","AO","35","35","23300","22520"
"In post","2023","Other ethnicity","Debt","EO","10","5","[c]","[c]"
"In post","2023","Other ethnicity","Debt","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","EO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","G6","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","G7","35","35","57160","56430"
"In post","2023","Other ethnicity","Digital, Data & Technology","HEO","30","30","35650","35000"
"In post","2023","Other ethnicity","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","SEO","50","50","41640","41780"
"In post","2023","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","G7","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HEO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","SEO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","AO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","EO","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","HEO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","SEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","AO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Legal","EO","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Legal","G6","25","20","[c]","[c]"
"In post","2023","Other ethnicity","Legal","G7","55","50","55980","53230"
"In post","2023","Other ethnicity","Legal","HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","SEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","AA","40","40","23290","23230"
"In post","2023","Other ethnicity","No function","AO","400","370","25930","25340"
"In post","2023","Other ethnicity","No function","EO","510","480","29840","29400"
"In post","2023","Other ethnicity","No function","G6","70","70","68640","67040"
"In post","2023","Other ethnicity","No function","G7","200","195","56330","55290"
"In post","2023","Other ethnicity","No function","HEO","275","265","35630","35000"
"In post","2023","Other ethnicity","No function","SCS level","25","25","[c]","[c]"
"In post","2023","Other ethnicity","No function","SEO","185","180","44370","42550"
"In post","2023","Other ethnicity","No function","Unknown","120","110","31180","29050"
"In post","2023","Other ethnicity","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","G6","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","G7","35","35","55820","55350"
"In post","2023","Other ethnicity","Project Delivery","HEO","30","25","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","SEO","30","30","42650","42140"
"In post","2023","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","HEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","SEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Security","HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","AA","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","EO","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","HEO","30","30","34560","32960"
"In post","2023","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","SEO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Analysis","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Analysis","G6","30","30","[c]","[c]"
"In post","2023","Undeclared","Analysis","G7","125","120","54810","54260"
"In post","2023","Undeclared","Analysis","HEO","75","75","34650","34170"
"In post","2023","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","SEO","70","70","41600","39940"
"In post","2023","Undeclared","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","AO","10","5","[c]","[c]"
"In post","2023","Undeclared","Commercial","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Commercial","G6","30","30","70420","67960"
"In post","2023","Undeclared","Commercial","G7","80","80","59840","57390"
"In post","2023","Undeclared","Commercial","HEO","45","40","34470","34180"
"In post","2023","Undeclared","Commercial","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","SEO","75","70","42020","42000"
"In post","2023","Undeclared","Commercial","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Communications","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Communications","HEO","30","30","34570","34370"
"In post","2023","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","SEO","35","30","43360","43490"
"In post","2023","Undeclared","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","AO","135","115","23500","22520"
"In post","2023","Undeclared","Counter Fraud","EO","355","315","29550","28130"
"In post","2023","Undeclared","Counter Fraud","G6","20","20","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","G7","75","70","59120","57970"
"In post","2023","Undeclared","Counter Fraud","HEO","220","210","36340","35000"
"In post","2023","Undeclared","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","SEO","90","90","43850","42510"
"In post","2023","Undeclared","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","AO","170","150","22530","21690"
"In post","2023","Undeclared","Debt","EO","55","45","29500","28130"
"In post","2023","Undeclared","Debt","HEO","10","5","[c]","[c]"
"In post","2023","Undeclared","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","AO","35","30","22900","22220"
"In post","2023","Undeclared","Digital, Data & Technology","EO","175","170","29000","28120"
"In post","2023","Undeclared","Digital, Data & Technology","G6","100","100","71440","71300"
"In post","2023","Undeclared","Digital, Data & Technology","G7","265","260","56800","56180"
"In post","2023","Undeclared","Digital, Data & Technology","HEO","270","260","35410","35000"
"In post","2023","Undeclared","Digital, Data & Technology","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","SEO","340","330","43600","42510"
"In post","2023","Undeclared","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","AO","65","55","22900","22520"
"In post","2023","Undeclared","Finance","EO","80","75","28830","28120"
"In post","2023","Undeclared","Finance","G6","40","40","75250","71300"
"In post","2023","Undeclared","Finance","G7","85","85","58070","56770"
"In post","2023","Undeclared","Finance","HEO","135","130","35230","34400"
"In post","2023","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","SEO","125","120","43790","43180"
"In post","2023","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","AO","90","80","22150","22150"
"In post","2023","Undeclared","Grants Management","EO","45","45","26200","25920"
"In post","2023","Undeclared","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","G7","[c]","[c]","[c]","[c]"
