"Status","Year","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Vehicle Certification Agency","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Vehicle Certification Agency","Male","10","5","[c]","[c]"
"In post","2023","Declared disabled","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinary Medicines Directorate","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Welsh Government (excl. agencies)","Female","210","195","41320","39690"
"In post","2023","Declared disabled","Welsh Government (excl. agencies)","Male","150","140","42080","39690"
"In post","2023","Declared disabled","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Accountant in Bankruptcy","Female","40","35","35240","31940"
"In post","2023","Declared non-disabled","Accountant in Bankruptcy","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Active Travel England","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Active Travel England","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Active Travel England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Female","240","220","35410","32110"
"In post","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Male","165","155","38010","35190"
"In post","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Animal and Plant Health Agency","Female","1365","1280","31080","29080"
"In post","2023","Declared non-disabled","Animal and Plant Health Agency","Male","915","895","32840","29180"
"In post","2023","Declared non-disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Attorney General's Office","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Attorney General's Office","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Building Digital UK","Female","80","75","45400","48100"
"In post","2023","Declared non-disabled","Building Digital UK","Male","85","85","50000","52900"
"In post","2023","Declared non-disabled","Building Digital UK","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Female","2100","2010","46710","41870"
"In post","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Male","1815","1790","50770","51290"
"In post","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Central Civil Service Fast Stream","Female","50","50","30350","30130"
"In post","2023","Declared non-disabled","Central Civil Service Fast Stream","Male","30","30","30970","30130"
"In post","2023","Declared non-disabled","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","245","230","33920","30350"
"In post","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","210","210","36560","30820"
"In post","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Charity Commission","Female","145","135","37960","30170"
"In post","2023","Declared non-disabled","Charity Commission","Male","105","105","36690","30170"
"In post","2023","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Companies House","Female","470","430","31730","25700"
"In post","2023","Declared non-disabled","Companies House","Male","340","335","35440","33700"
"In post","2023","Declared non-disabled","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Competition and Markets Authority","Female","375","360","59690","57540"
"In post","2023","Declared non-disabled","Competition and Markets Authority","Male","385","380","63180","59480"
"In post","2023","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Female","100","90","30790","25830"
"In post","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Male","75","75","28810","25830"
"In post","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Commercial Service","Female","185","175","40910","40450"
"In post","2023","Declared non-disabled","Crown Commercial Service","Male","115","115","44060","40450"
"In post","2023","Declared non-disabled","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Female","1545","1435","39430","33120"
"In post","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Male","610","600","40900","34730"
"In post","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Female","3310","3015","40700","33300"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Male","1680","1635","45900","49050"
"In post","2023","Declared non-disabled","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Electronics and Components Agency","Female","55","50","28750","27250"
"In post","2023","Declared non-disabled","Defence Electronics and Components Agency","Male","190","190","30000","30060"
"In post","2023","Declared non-disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Female","2595","2420","37780","33990"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Male","4820","4720","41510","39500"
"In post","2023","Declared non-disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Defence Science and Technology Laboratory","Female","970","910","42930","39890"
"In post","2023","Declared non-disabled","Defence Science and Technology Laboratory","Male","1560","1515","46770","49260"
"In post","2023","Declared non-disabled","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","2190","2110","50330","50940"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","2180","2160","52450","55120"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","700","675","48980","52760"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","570","570","51390","53030"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Female","2575","2420","47240","45840"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Male","1725","1700","49340","51360"
"In post","2023","Declared non-disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","2455","2330","42850","39430"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","2010","1985","45260","40930"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Female","865","840","47600","42290"
"In post","2023","Declared non-disabled","Department for International Trade","Male","920","915","49370","44350"
"In post","2023","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","1220","1170","48390","49700"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","1105","1095","49120","49700"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Female","1135","1090","50080","45590"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Male","1380","1355","54420","55190"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Female","39435","33855","28960","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Male","21985","21115","30810","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Female","600","560","51760","50830"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Male","370","360","52490","50830"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","Female","80","75","32450","27740"
"In post","2023","Declared non-disabled","Disclosure Scotland","Male","80","75","32630","24890"
"In post","2023","Declared non-disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Female","2630","2205","25950","22500"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Male","1810","1755","30510","26700"
