"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Inspector of Education and Training","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SEO","Heterosexual / straight","30","30","51920","52750"
"In post","2023","Declared disabled","Inspector of Education and Training","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","EO","Heterosexual / straight","125","120","29000","28480"
"In post","2023","Declared disabled","Intelligence Analysis","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","HEO","Heterosexual / straight","60","55","35500","34640"
"In post","2023","Declared disabled","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","International Trade","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","International Trade","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AO","Heterosexual / straight","45","45","23360","22220"
"In post","2023","Declared disabled","Knowledge and Information Management","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","EO","Heterosexual / straight","75","70","28290","27940"
"In post","2023","Declared disabled","Knowledge and Information Management","EO","LGBO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","HEO","Heterosexual / straight","65","65","35020","34170"
"In post","2023","Declared disabled","Knowledge and Information Management","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
