"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Legal","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Foreign, Commonwealth and Development Office","G6/G7","15","15","64470","60070"
"In post","2023","50-59","Legal","Foreign, Commonwealth and Development Office","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Legal","Foreign, Commonwealth and Development Office","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","Legal","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","HM Land Registry","EO","20","15","28270","28080"
"In post","2023","50-59","Legal","HM Land Registry","G6/G7","45","40","66500","67290"
"In post","2023","50-59","Legal","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","HM Land Registry","SEO/HEO","25","20","38100","34850"
"In post","2023","50-59","Legal","HM Revenue and Customs","AA/AO","70","65","24050","22520"
"In post","2023","50-59","Legal","HM Revenue and Customs","EO","65","60","29540","28910"
"In post","2023","50-59","Legal","HM Revenue and Customs","G6/G7","100","95","68620","71300"
"In post","2023","50-59","Legal","HM Revenue and Customs","SCS level","15","15","93480","85960"
"In post","2023","50-59","Legal","HM Revenue and Customs","SEO/HEO","140","135","38430","36990"
"In post","2023","50-59","Legal","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Ministry of Defence","G6/G7","10","10","[c]","[c]"
"In post","2023","50-59","Legal","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Ministry of Justice","EO","5","5","[c]","[c]"
"In post","2023","50-59","Legal","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","National Crime Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Legal","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Office of Gas and Electricity Markets","G6/G7","15","15","68070","69520"
"In post","2023","50-59","Legal","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Scottish Government","G6/G7","135","125","65140","65280"
"In post","2023","50-59","Legal","Scottish Government","SCS level","10","10","93080","85800"
"In post","2023","50-59","Legal","Scottish Government","SEO/HEO","20","20","47310","48410"
"In post","2023","50-59","Legal","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","UK Supreme Court","EO","5","5","[c]","[c]"
"In post","2023","50-59","Legal","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Cabinet Office","AA/AO","15","15","24580","25280"
"In post","2023","50-59","No function","Cabinet Office","EO","40","40","28870","29190"
"In post","2023","50-59","No function","Cabinet Office","G6/G7","95","95","59680","58170"
"In post","2023","50-59","No function","Cabinet Office","SCS level","35","35","104010","95000"
"In post","2023","50-59","No function","Cabinet Office","SEO/HEO","65","65","39850","40860"
"In post","2023","50-59","No function","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Chancellor's other departments","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","No function","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Charity Commission","EO","25","25","26230","25300"
"In post","2023","50-59","No function","Charity Commission","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","No function","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Charity Commission","SEO/HEO","50","45","34380","32110"
"In post","2023","50-59","No function","Department for Business, Energy and Industrial Strategy","AA/AO","275","250","22860","22180"
"In post","2023","50-59","No function","Department for Business, Energy and Industrial Strategy","EO","270","255","27370","26940"
"In post","2023","50-59","No function","Department for Business, Energy and Industrial Strategy","G6/G7","500","485","61120","61150"
"In post","2023","50-59","No function","Department for Business, Energy and Industrial Strategy","SCS level","105","100","89640","81320"
"In post","2023","50-59","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","605","585","38550","37470"
"In post","2023","50-59","No function","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Department for Digital, Culture, Media and Sport","EO","15","15","28250","28030"
"In post","2023","50-59","No function","Department for Digital, Culture, Media and Sport","G6/G7","45","45","59070","57770"
"In post","2023","50-59","No function","Department for Digital, Culture, Media and Sport","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","35","30","37900","37600"
"In post","2023","50-59","No function","Department for Education","AA/AO","10","10","23520","22450"
"In post","2023","50-59","No function","Department for Education","EO","65","60","28240","26940"
"In post","2023","50-59","No function","Department for Education","G6/G7","310","300","57110","55140"
"In post","2023","50-59","No function","Department for Education","SCS level","50","45","89570","78140"
"In post","2023","50-59","No function","Department for Education","SEO/HEO","400","385","36580","37590"
"In post","2023","50-59","No function","Department for Environment, Food and Rural Affairs","AA/AO","230","215","23030","22150"
"In post","2023","50-59","No function","Department for Environment, Food and Rural Affairs","EO","245","235","27700","26850"
"In post","2023","50-59","No function","Department for Environment, Food and Rural Affairs","G6/G7","390","380","56710","55230"
"In post","2023","50-59","No function","Department for Environment, Food and Rural Affairs","SCS level","40","40","88640","78360"
"In post","2023","50-59","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","540","530","36490","37300"
"In post","2023","50-59","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Department for International Trade","AA/AO","10","10","28310","28660"
"In post","2023","50-59","No function","Department for International Trade","EO","35","35","29440","29910"
"In post","2023","50-59","No function","Department for International Trade","G6/G7","175","175","59640","57370"
"In post","2023","50-59","No function","Department for International Trade","SCS level","35","35","95420","85620"
"In post","2023","50-59","No function","Department for International Trade","SEO/HEO","195","195","40490","41550"
"In post","2023","50-59","No function","Department for Levelling Up, Housing and Communities","AA/AO","50","45","23840","23250"
"In post","2023","50-59","No function","Department for Levelling Up, Housing and Communities","EO","60","60","30480","30440"
"In post","2023","50-59","No function","Department for Levelling Up, Housing and Communities","G6/G7","320","305","60080","60050"
"In post","2023","50-59","No function","Department for Levelling Up, Housing and Communities","SCS level","25","25","92810","82000"
"In post","2023","50-59","No function","Department for Levelling Up, Housing and Communities","SEO/HEO","165","160","37490","37540"
"In post","2023","50-59","No function","Department for Transport","AA/AO","1240","1110","23150","22500"
"In post","2023","50-59","No function","Department for Transport","EO","1205","1155","28710","27450"
"In post","2023","50-59","No function","Department for Transport","G6/G7","250","245","65630","60430"
"In post","2023","50-59","No function","Department for Transport","SCS level","50","50","97370","86910"
"In post","2023","50-59","No function","Department for Transport","SEO/HEO","555","545","37300","35760"
"In post","2023","50-59","No function","Department for Work and Pensions","AA/AO","7435","6415","21970","21690"
"In post","2023","50-59","No function","Department for Work and Pensions","EO","12570","11355","28750","28120"
"In post","2023","50-59","No function","Department for Work and Pensions","G6/G7","560","545","58410","55250"
"In post","2023","50-59","No function","Department for Work and Pensions","SCS level","85","85","90390","79840"
"In post","2023","50-59","No function","Department for Work and Pensions","SEO/HEO","2535","2440","37830","34970"
"In post","2023","50-59","No function","Department of Health and Social Care","AA/AO","100","85","22740","22380"
"In post","2023","50-59","No function","Department of Health and Social Care","EO","120","115","28530","28770"
"In post","2023","50-59","No function","Department of Health and Social Care","G6/G7","625","595","60720","57920"
"In post","2023","50-59","No function","Department of Health and Social Care","SCS level","175","165","111500","111320"
"In post","2023","50-59","No function","Department of Health and Social Care","SEO/HEO","480","460","38620","38470"
"In post","2023","50-59","No function","Food Standards Agency","EO","160","160","28450","28090"
"In post","2023","50-59","No function","Food Standards Agency","G6/G7","60","60","56210","53110"
"In post","2023","50-59","No function","Food Standards Agency","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","No function","Food Standards Agency","SEO/HEO","130","125","36060","34310"
"In post","2023","50-59","No function","Foreign, Commonwealth and Development Office","AA/AO","30","30","27920","28950"
"In post","2023","50-59","No function","Foreign, Commonwealth and Development Office","EO","85","85","32350","32620"
"In post","2023","50-59","No function","Foreign, Commonwealth and Development Office","G6/G7","405","400","63960","63580"
"In post","2023","50-59","No function","Foreign, Commonwealth and Development Office","SCS level","160","160","91920","81260"
"In post","2023","50-59","No function","Foreign, Commonwealth and Development Office","SEO/HEO","280","280","39440","39190"
"In post","2023","50-59","No function","HM Land Registry","AA/AO","315","290","23490","23390"
"In post","2023","50-59","No function","HM Land Registry","EO","840","735","28170","28080"
"In post","2023","50-59","No function","HM Land Registry","G6/G7","25","25","62570","62310"
"In post","2023","50-59","No function","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","HM Land Registry","SEO/HEO","800","735","37050","34850"
"In post","2023","50-59","No function","HM Revenue and Customs","AA/AO","3520","3010","22630","22520"
"In post","2023","50-59","No function","HM Revenue and Customs","EO","1870","1720","29020","28130"
"In post","2023","50-59","No function","HM Revenue and Customs","G6/G7","920","895","63400","58600"
"In post","2023","50-59","No function","HM Revenue and Customs","SCS level","65","65","88750","81240"
"In post","2023","50-59","No function","HM Revenue and Customs","SEO/HEO","2765","2665","38730","36990"
"In post","2023","50-59","No function","HM Treasury","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","No function","HM Treasury","EO","25","25","29030","29480"
"In post","2023","50-59","No function","HM Treasury","G6/G7","45","45","61250","59620"
"In post","2023","50-59","No function","HM Treasury","SCS level","15","15","105480","101060"
"In post","2023","50-59","No function","HM Treasury","SEO/HEO","45","45","38460","40070"
"In post","2023","50-59","No function","Home Office","AA/AO","1920","1740","23150","22400"
"In post","2023","50-59","No function","Home Office","EO","4335","3985","28090","27580"
