"Status","Year","Ethnicity","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Outside London","Heterosexual / straight","40","40","37070","32420"
"In post","2023","Asian","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","London","Heterosexual / straight","140","140","42170","40880"
"In post","2023","Asian","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Science and Engineering","London","Unknown","30","30","45040","43130"
"In post","2023","Asian","Science and Engineering","Outside London","Heterosexual / straight","335","325","38200","35610"
"In post","2023","Asian","Science and Engineering","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Outside London","Unknown","35","30","42950","41660"
"In post","2023","Asian","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","London","Heterosexual / straight","175","170","35950","33740"
"In post","2023","Asian","Security","London","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Security","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Security","London","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","Security","Outside London","Heterosexual / straight","125","125","31280","29400"
"In post","2023","Asian","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Security","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","London","Heterosexual / straight","30","30","48920","43650"
"In post","2023","Asian","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Asian","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","London","Heterosexual / straight","120","115","46850","43700"
"In post","2023","Asian","Statistics","London","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Statistics","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Statistics","London","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Statistics","Outside London","Heterosexual / straight","80","80","39090","38470"
"In post","2023","Asian","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Statistics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tax","London","Heterosexual / straight","340","325","43280","39790"
"In post","2023","Asian","Tax","London","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Tax","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Tax","London","Unknown","110","105","40650","39790"
"In post","2023","Asian","Tax","Outside London","Heterosexual / straight","1090","1050","33560","34700"
"In post","2023","Asian","Tax","Outside London","LGBO","30","25","[c]","[c]"
"In post","2023","Asian","Tax","Outside London","Undeclared","50","50","33810","34400"
"In post","2023","Asian","Tax","Outside London","Unknown","170","165","34360","34700"
"In post","2023","Asian","Unknown","London","Heterosexual / straight","555","540","43850","39450"
"In post","2023","Asian","Unknown","London","LGBO","25","25","[c]","[c]"
"In post","2023","Asian","Unknown","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Unknown","London","Unknown","90","90","34270","30130"
"In post","2023","Asian","Unknown","Outside London","Heterosexual / straight","700","675","36400","34400"
"In post","2023","Asian","Unknown","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","Asian","Unknown","Outside London","Unknown","65","65","33220","30130"
"In post","2023","Asian","Unknown","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Heterosexual / straight","105","105","46320","43040"
"In post","2023","Black","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","Commercial","London","Unknown","20","20","[c]","[c]"
"In post","2023","Black","Commercial","Outside London","Heterosexual / straight","90","90","37400","36010"
"In post","2023","Black","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","London","Heterosexual / straight","65","65","43530","39660"
"In post","2023","Black","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","Communications","London","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Communications","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Black","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Black","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","London","Heterosexual / straight","250","240","32390","32520"
"In post","2023","Black","Counter Fraud","London","LGBO","10","10","[c]","[c]"
"In post","2023","Black","Counter Fraud","London","Undeclared","25","20","[c]","[c]"
"In post","2023","Black","Counter Fraud","London","Unknown","35","30","31970","32520"
"In post","2023","Black","Counter Fraud","Outside London","Heterosexual / straight","125","120","29420","28120"
"In post","2023","Black","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2023","Black","Counter Fraud","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","London","Heterosexual / straight","360","355","45800","43210"
"In post","2023","Black","Digital, Data and Technology","London","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","London","Unknown","25","25","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","Outside London","Heterosexual / straight","335","335","38130","37300"
"In post","2023","Black","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
