"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Economics","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Economics","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Intelligence Analysis","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Intelligence Analysis","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Female","35","35","28320","27840"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Statistics","Female","140","135","42250","40140"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Statistics","Male","185","180","42880","40350"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Female","35","35","46690","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Male","60","60","46740","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Economics","Female","25","20","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Economics","Male","50","50","46600","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Operational Research","Female","45","45","51670","55720"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Operational Research","Male","55","55","51390","49000"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Other","Female","85","85","39030","36110"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Other","Male","80","80","39090","35410"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Social Research","Female","85","80","50980","47380"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Social Research","Male","30","30","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Statistics","Female","75","70","49020","44350"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Statistics","Male","60","55","47780","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Other","Female","5","5","[c]","[c]"
"In post","2023","Analysis","National Savings and Investments","Other","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Office for Budget Responsibility","Economics","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Office for Budget Responsibility","Economics","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Female","35","35","45230","40640"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Female","50","45","40960","39100"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Male","75","70","41140","40640"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Economics","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Economics","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Unknown","Female","40","40","41870","36200"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Unknown","Male","85","85","48220","43720"
"In post","2023","Analysis","Office of Rail and Road","Economics","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","Economics","Male","25","25","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","Statistics","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","Statistics","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Planning Inspectorate","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Planning Inspectorate","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Planning Inspectorate","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Planning Inspectorate","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Registers of Scotland","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Registers of Scotland","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Rural Payments Agency","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Rural Payments Agency","Operational Delivery","Male","35","35","31070","30320"
"In post","2023","Analysis","Scottish Courts and Tribunals Service","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scottish Courts and Tribunals Service","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Teaching Regulation Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Teaching Regulation Agency","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Intelligence Analysis","Male","10","10","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","The Insolvency Service","Statistics","Male","10","10","[c]","[c]"
"In post","2023","Analysis","UK Debt Management Office","Economics","Female","[c]","[c]","[c]","[c]"
