"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Office","Legal","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Other","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Other","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Other","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Other","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Other","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Other","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","HEO","Female","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","HEO","Male","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Other","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","G7","Female","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Other","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","HEO","Female","15","15","[c]","[c]"
"In post","2023","Building Digital UK","Other","HEO","Male","15","15","[c]","[c]"
"In post","2023","Building Digital UK","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","EO","Female","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","EO","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","G6","Female","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","G6","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","G7","Female","30","30","53320","53030"
"In post","2023","Building Digital UK","Project Delivery","G7","Male","30","30","52930","53030"
"In post","2023","Building Digital UK","Project Delivery","HEO","Female","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","HEO","Male","15","15","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","EO","Female","10","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","EO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","G6","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","G6","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","G7","Female","35","30","55300","56430"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","G7","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","HEO","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","HEO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","SEO","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","SEO","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","G6","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","G6","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","G7","Female","30","30","57500","56430"
"In post","2023","Cabinet Office (excl. agencies)","Communications","G7","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","HEO","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","HEO","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","SEO","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","SEO","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","G7","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","G7","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","EO","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","EO","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6","Female","45","45","67030","66530"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6","Male","75","75","67320","66530"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","G7","Female","190","185","55770","56430"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","G7","Male","305","300","56370","56430"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","HEO","Female","50","50","34340","34320"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","HEO","Male","95","95","34950","35240"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","SCS level","Male","30","30","99790","91980"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO","Female","85","80","40690","41870"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO","Male","100","100","41180","41870"
