"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","National Crime Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Savings and Investments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Savings and Investments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Public Guardian","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Public Guardian","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Planning Inspectorate","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Planning Inspectorate","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Royal Fleet Auxiliary","Other","Female","10","10","[c]","[c]"
"In post","2023","16-19","Royal Fleet Auxiliary","Other","Male","20","20","[c]","[c]"
"In post","2023","16-19","Rural Payments Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Rural Payments Agency","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Courts and Tribunals Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Courts and Tribunals Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government (excl. agencies)","Unknown","Female","10","10","[c]","[c]"
"In post","2023","16-19","Scottish Government (excl. agencies)","Unknown","Male","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Other","Male","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Public Pensions Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Public Pensions Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Serious Fraud Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Serious Fraud Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Security Scotland","Unknown","Female","10","10","[c]","[c]"
"In post","2023","16-19","Social Security Scotland","Unknown","Male","10","10","[c]","[c]"
"In post","2023","16-19","Student Awards Agency for Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Student Awards Agency for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Science and Engineering","Male","15","15","[c]","[c]"
"In post","2023","16-19","The Insolvency Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The Insolvency Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Economics","Female","5","5","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","Property","Male","10","10","[c]","[c]"
"In post","2023","16-19","Vehicle Certification Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Vehicle Certification Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","Unknown","Female","10","10","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","Unknown","Male","10","10","[c]","[c]"
"In post","2023","20-29","Active Travel England","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","Female","35","30","27760","25160"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Operational Delivery","Female","255","250","26550","25920"
"In post","2023","20-29","Animal and Plant Health Agency","Operational Delivery","Male","155","150","26130","25340"
"In post","2023","20-29","Animal and Plant Health Agency","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Science and Engineering","Female","95","95","28480","29080"
"In post","2023","20-29","Animal and Plant Health Agency","Science and Engineering","Male","40","40","27790","27210"
"In post","2023","20-29","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Veterinarian","Female","15","15","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Veterinarian","Male","5","5","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
