"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Government Legal Department","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Female","Heterosexual / straight","230","210","51050","45950"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Female","LGBO","30","30","46770","41960"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Female","Unknown","45","45","42360","42100"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Male","Heterosexual / straight","315","310","50290","45170"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Male","LGBO","35","35","49230","45560"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Male","Undeclared","30","25","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Male","Unknown","70","70","43340","40790"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Female","Heterosexual / straight","55","50","44670","38660"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Male","Heterosexual / straight","85","85","45220","38660"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Health and Safety Executive","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Female","Heterosexual / straight","165","155","48200","44710"
"In post","2023","Analysis","Home Office","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Home Office","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","Female","Unknown","95","95","37370","36580"
"In post","2023","Analysis","Home Office","Male","Heterosexual / straight","165","160","49610","44170"
"In post","2023","Analysis","Home Office","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Home Office","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","Home Office","Male","Unknown","90","90","40170","36710"
"In post","2023","Analysis","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intellectual Property Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","Heterosexual / straight","40","40","32880","28030"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Female","Heterosexual / straight","100","90","42890","41020"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Male","Heterosexual / straight","135","135","43010","40350"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Female","Heterosexual / straight","230","220","48230","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Female","LGBO","30","30","42790","38500"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Female","Unknown","65","65","44320","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Male","Heterosexual / straight","195","190","47590","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Male","Undeclared","30","30","48120","43650"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Male","Unknown","85","85","42950","37680"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","National Infrastructure Commission","Male","LGBO","[c]","[c]","[c]","[c]"
