"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Crown Prosecution Service Inspectorate","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","AA/AO","AA","25","25","21500","20380"
"In post","2023","HM Land Registry","AA/AO","AO","1570","1460","23500","23390"
"In post","2023","HM Land Registry","EO","EO","2460","2195","28430","28080"
"In post","2023","HM Land Registry","G6/G7","G6","65","65","72160","70990"
"In post","2023","HM Land Registry","G6/G7","G7","260","240","59940","58140"
"In post","2023","HM Land Registry","SCS level","SCS level","30","30","88760","83000"
"In post","2023","HM Land Registry","SEO/HEO","HEO","1460","1285","35670","34850"
"In post","2023","HM Land Registry","SEO/HEO","SEO","850","795","42850","41680"
"In post","2023","HM Prison and Probation Service","AA/AO","AA","6215","5745","23510","23230"
"In post","2023","HM Prison and Probation Service","AA/AO","AO","22520","21380","30640","30880"
"In post","2023","HM Prison and Probation Service","EO","EO","7025","6710","33390","34170"
"In post","2023","HM Prison and Probation Service","G6/G7","G6","380","370","84140","84850"
"In post","2023","HM Prison and Probation Service","G6/G7","G7","555","540","66660","68140"
"In post","2023","HM Prison and Probation Service","SCS level","SCS level","90","85","101430","106090"
"In post","2023","HM Prison and Probation Service","SEO/HEO","HEO","4700","4455","37240","38180"
"In post","2023","HM Prison and Probation Service","SEO/HEO","SEO","2750","2670","50820","52360"
"In post","2023","HM Prison and Probation Service","Unknown","Unknown","21510","20005","30470","29050"
"In post","2023","HM Revenue and Customs (excl. agencies)","AA/AO","AA","620","465","22580","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","AA/AO","AO","18705","16530","22750","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","EO","EO","15345","14345","28830","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","G6/G7","G6","2260","2165","73290","71300"
"In post","2023","HM Revenue and Customs (excl. agencies)","G6/G7","G7","6520","6295","59070","57970"
"In post","2023","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","505","495","88250","81720"
"In post","2023","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","15870","15195","35780","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","8560","8245","43150","42510"
"In post","2023","HM Treasury (excl. agencies)","AA/AO","AO","45","45","23200","23210"
"In post","2023","HM Treasury (excl. agencies)","EO","EO","235","225","27150","27820"
"In post","2023","HM Treasury (excl. agencies)","G6/G7","G6","275","270","65580","64950"
"In post","2023","HM Treasury (excl. agencies)","G6/G7","G7","625","615","54860","54090"
"In post","2023","HM Treasury (excl. agencies)","SCS level","SCS level","140","135","85660","78620"
"In post","2023","HM Treasury (excl. agencies)","SEO/HEO","HEO","555","550","33650","33630"
"In post","2023","HM Treasury (excl. agencies)","SEO/HEO","SEO","130","125","39850","39050"
"In post","2023","Health and Safety Executive","AA/AO","AO","300","270","23030","23500"
"In post","2023","Health and Safety Executive","EO","EO","500","475","28330","27320"
"In post","2023","Health and Safety Executive","G6/G7","G6","115","110","71400","68580"
"In post","2023","Health and Safety Executive","G6/G7","G7","475","460","59380","55320"
"In post","2023","Health and Safety Executive","SCS level","SCS level","40","35","88800","84210"
"In post","2023","Health and Safety Executive","SEO/HEO","HEO","475","455","33900","32800"
"In post","2023","Health and Safety Executive","SEO/HEO","SEO","925","875","49800","46510"
"In post","2023","Home Office","AA/AO","AA","715","620","21120","19500"
"In post","2023","Home Office","AA/AO","AO","8765","7945","23210","22400"
"In post","2023","Home Office","EO","EO","17440","16260","27560","26180"
"In post","2023","Home Office","G6/G7","G6","1115","1090","71320","70840"
"In post","2023","Home Office","G6/G7","G7","3275","3210","58710","59290"
"In post","2023","Home Office","SCS level","SCS level","345","340","91010","83460"
"In post","2023","Home Office","SEO/HEO","HEO","6780","6540","34120","32610"
"In post","2023","Home Office","SEO/HEO","SEO","4505","4400","42060","43000"
"In post","2023","Home Office","Unknown","Unknown","190","185","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","EO","EO","10","10","28340","28980"
"In post","2023","Institute for Apprenticeships and Technical Education","G6/G7","G6","35","35","65770","66110"
"In post","2023","Institute for Apprenticeships and Technical Education","G6/G7","G7","140","135","53070","51710"
"In post","2023","Institute for Apprenticeships and Technical Education","SCS level","SCS level","15","15","93610","86880"
"In post","2023","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","30","30","31940","30700"
"In post","2023","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","95","95","38900","37710"
"In post","2023","Intellectual Property Office","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Intellectual Property Office","AA/AO","AO","190","175","23040","23100"
"In post","2023","Intellectual Property Office","EO","EO","445","415","26950","25040"
"In post","2023","Intellectual Property Office","G6/G7","G6","65","60","70190","69730"
"In post","2023","Intellectual Property Office","G6/G7","G7","355","335","61340","61980"
"In post","2023","Intellectual Property Office","SCS level","SCS level","25","25","78250","76430"
"In post","2023","Intellectual Property Office","SEO/HEO","HEO","200","190","33590","31790"
"In post","2023","Intellectual Property Office","SEO/HEO","SEO","415","400","43820","42910"
"In post","2023","Legal Aid Agency","AA/AO","AA","25","20","20070","19930"
"In post","2023","Legal Aid Agency","AA/AO","AO","410","370","21880","21780"
"In post","2023","Legal Aid Agency","EO","EO","345","320","26400","25830"
"In post","2023","Legal Aid Agency","G6/G7","G6","20","20","69960","65900"
"In post","2023","Legal Aid Agency","G6/G7","G7","80","80","58680","56500"
"In post","2023","Legal Aid Agency","SCS level","SCS level","10","10","88650","79220"
"In post","2023","Legal Aid Agency","SEO/HEO","HEO","145","140","32520","31270"
"In post","2023","Legal Aid Agency","SEO/HEO","SEO","150","145","41370","41510"
"In post","2023","Maritime and Coastguard Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","AA/AO","AO","240","225","22590","22500"
"In post","2023","Maritime and Coastguard Agency","EO","EO","235","230","27190","26960"
"In post","2023","Maritime and Coastguard Agency","G6/G7","G6","35","35","65170","63780"
"In post","2023","Maritime and Coastguard Agency","G6/G7","G7","135","135","54660","55240"
"In post","2023","Maritime and Coastguard Agency","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","SEO/HEO","HEO","275","270","32250","31940"
"In post","2023","Maritime and Coastguard Agency","SEO/HEO","SEO","270","265","42460","41090"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","15","15","24520","24520"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","EO","EO","170","165","28400","28220"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","160","155","69270","68260"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","255","245","54840","54720"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","125","115","86940","83550"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","170","165","34220","33940"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","280","275","42080","41480"
"In post","2023","Met Office","AA/AO","AA","60","60","19020","19080"
"In post","2023","Met Office","AA/AO","AO","80","80","20910","20660"
"In post","2023","Met Office","EO","EO","215","205","25880","26100"
"In post","2023","Met Office","G6/G7","G6","175","165","61050","60490"
"In post","2023","Met Office","G6/G7","G7","480","455","48040","47960"
"In post","2023","Met Office","SCS level","SCS level","10","10","105630","96010"
"In post","2023","Met Office","SEO/HEO","HEO","510","490","32870","32730"
"In post","2023","Met Office","SEO/HEO","SEO","765","715","39850","39650"
"In post","2023","Ministry of Defence (excl. agencies)","AA/AO","AA","4620","4455","21490","21380"
"In post","2023","Ministry of Defence (excl. agencies)","AA/AO","AO","9265","8855","26210","22220"
"In post","2023","Ministry of Defence (excl. agencies)","EO","EO","6930","6735","29550","27470"
"In post","2023","Ministry of Defence (excl. agencies)","G6/G7","G6","1135","1065","73740","70470"
"In post","2023","Ministry of Defence (excl. agencies)","G6/G7","G7","2375","2320","57910","56180"
"In post","2023","Ministry of Defence (excl. agencies)","SCS level","SCS level","395","380","92180","84720"
"In post","2023","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","7245","7055","36520","34300"
"In post","2023","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","5295","5155","44070","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","Unknown","65","60","45290","40000"
"In post","2023","Ministry of Justice (excl. agencies)","AA/AO","AA","15","15","21200","19930"
"In post","2023","Ministry of Justice (excl. agencies)","AA/AO","AO","300","280","23250","21780"
"In post","2023","Ministry of Justice (excl. agencies)","EO","EO","830","805","28270","29660"
"In post","2023","Ministry of Justice (excl. agencies)","G6/G7","G6","430","420","69020","67440"
"In post","2023","Ministry of Justice (excl. agencies)","G6/G7","G7","1620","1580","57470","56080"
"In post","2023","Ministry of Justice (excl. agencies)","SCS level","SCS level","165","160","89160","82450"
"In post","2023","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","1715","1675","33980","35410"
"In post","2023","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","2010","1965","42270","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","Unknown","50","45","37790","37680"
"In post","2023","National Crime Agency","AA/AO","AO","215","200","26070","26550"
"In post","2023","National Crime Agency","EO","EO","2410","2335","36190","36040"
"In post","2023","National Crime Agency","G6/G7","G6","110","110","75420","73770"
"In post","2023","National Crime Agency","G6/G7","G7","315","310","63160","62890"
"In post","2023","National Crime Agency","SCS level","SCS level","35","35","106040","94730"
"In post","2023","National Crime Agency","SEO/HEO","HEO","1670","1630","43520","43350"
"In post","2023","National Crime Agency","SEO/HEO","SEO","810","800","49620","49180"
"In post","2023","National Infrastructure Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","G6/G7","G6","10","5","[c]","[c]"
"In post","2023","National Infrastructure Commission","G6/G7","G7","20","20","55530","53410"
"In post","2023","National Infrastructure Commission","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","National Infrastructure Commission","SEO/HEO","HEO","10","10","36700","35500"
"In post","2023","National Records of Scotland","AA/AO","AA","115","110","24540","24890"
"In post","2023","National Records of Scotland","AA/AO","AO","35","30","27000","27740"
"In post","2023","National Records of Scotland","EO","EO","70","65","31860","31940"
"In post","2023","National Records of Scotland","G6/G7","G6","25","25","77950","79110"
"In post","2023","National Records of Scotland","G6/G7","G7","30","30","58820","58100"
"In post","2023","National Records of Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","SEO/HEO","HEO","105","100","38020","38330"
"In post","2023","National Records of Scotland","SEO/HEO","SEO","70","70","47740","49860"
"In post","2023","National Savings and Investments","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","EO","EO","20","20","28210","27350"
"In post","2023","National Savings and Investments","G6/G7","G6","20","20","74970","75000"
"In post","2023","National Savings and Investments","G6/G7","G7","70","70","55190","54840"
"In post","2023","National Savings and Investments","SCS level","SCS level","15","15","107460","109650"
"In post","2023","National Savings and Investments","SEO/HEO","HEO","30","30","37510","38220"
"In post","2023","National Savings and Investments","SEO/HEO","SEO","50","50","45610","45000"
"In post","2023","Northern Ireland Office","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","EO","EO","10","10","27970","28420"
"In post","2023","Northern Ireland Office","G6/G7","G6","5","5","[c]","[c]"
