"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","SEO/HEO","Female","300","280","36710","36180"
"In post","2023","Declared disabled","Other","SEO/HEO","Male","175","170","37350","36950"
"In post","2023","Declared disabled","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","AA/AO","Female","30","25","[c]","[c]"
"In post","2023","Declared disabled","Policy","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","EO","Female","150","145","28900","28850"
"In post","2023","Declared disabled","Policy","EO","Male","105","100","29150","29000"
"In post","2023","Declared disabled","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","G6/G7","Female","690","660","58930","56080"
"In post","2023","Declared disabled","Policy","G6/G7","Male","520","510","59250","57970"
"In post","2023","Declared disabled","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","SCS level","Female","85","80","84900","79000"
"In post","2023","Declared disabled","Policy","SCS level","Male","65","65","88900","79560"
"In post","2023","Declared disabled","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","SEO/HEO","Female","900","865","37780","37440"
"In post","2023","Declared disabled","Policy","SEO/HEO","Male","610","600","38340","37590"
"In post","2023","Declared disabled","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AA/AO","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","EO","Female","105","95","28380","28120"
"In post","2023","Declared disabled","Project Delivery","EO","Male","60","60","28190","28120"
"In post","2023","Declared disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","G6/G7","Female","310","300","58200","56870"
"In post","2023","Declared disabled","Project Delivery","G6/G7","Male","225","220","59300","57890"
"In post","2023","Declared disabled","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SEO/HEO","Female","650","620","37060","37020"
"In post","2023","Declared disabled","Project Delivery","SEO/HEO","Male","440","425","38560","38800"
"In post","2023","Declared disabled","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Unknown","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","AA/AO","Female","35","30","22880","22520"
"In post","2023","Declared disabled","Property","AA/AO","Male","40","40","20940","19770"
"In post","2023","Declared disabled","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","EO","Female","55","50","28250","27810"
"In post","2023","Declared disabled","Property","EO","Male","55","50","27940","27470"
"In post","2023","Declared disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","G6/G7","Female","50","50","57650","56040"
"In post","2023","Declared disabled","Property","G6/G7","Male","60","60","59250","58570"
"In post","2023","Declared disabled","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","SEO/HEO","Female","150","140","36920","34450"
"In post","2023","Declared disabled","Property","SEO/HEO","Male","160","155","38340","37300"
"In post","2023","Declared disabled","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","EO","Female","45","45","28730","28480"
"In post","2023","Declared disabled","Psychology","EO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","SEO/HEO","Female","65","65","37840","32420"
"In post","2023","Declared disabled","Psychology","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","AA/AO","Female","45","45","23750","24010"
"In post","2023","Declared disabled","Science and Engineering","AA/AO","Male","80","75","23490","23430"
"In post","2023","Declared disabled","Science and Engineering","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","EO","Female","55","50","26980","27080"
"In post","2023","Declared disabled","Science and Engineering","EO","Male","85","85","27170","26860"
"In post","2023","Declared disabled","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","G6/G7","Female","95","90","53370","49260"
"In post","2023","Declared disabled","Science and Engineering","G6/G7","Male","240","225","55170","53640"
"In post","2023","Declared disabled","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","SEO/HEO","Female","240","225","36480","37040"
"In post","2023","Declared disabled","Science and Engineering","SEO/HEO","Male","465","455","38550","39890"
"In post","2023","Declared disabled","Science and Engineering","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Unknown","Male","75","75","42580","42620"
"In post","2023","Declared disabled","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","AA/AO","Female","65","60","26250","22220"
"In post","2023","Declared disabled","Security","AA/AO","Male","290","280","28600","24430"
"In post","2023","Declared disabled","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","EO","Female","45","45","28830","28120"
"In post","2023","Declared disabled","Security","EO","Male","85","85","35170","29650"
"In post","2023","Declared disabled","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Security","G6/G7","Male","45","45","61010","60070"
"In post","2023","Declared disabled","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","SEO/HEO","Female","105","100","37670","37060"
"In post","2023","Declared disabled","Security","SEO/HEO","Male","130","130","39340","37520"
"In post","2023","Declared disabled","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","G6/G7","Female","30","30","58190","56850"
"In post","2023","Declared disabled","Social Research","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
