"Status","Year","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Science and Engineering","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Undeclared","425","400","41880","40790"
"In post","2023","Undeclared","Science and Engineering","Unknown","325","310","47830","44970"
"In post","2023","Undeclared","Security","Heterosexual / straight","285","275","34010","29110"
"In post","2023","Undeclared","Security","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Security","Undeclared","300","295","37720","39790"
"In post","2023","Undeclared","Security","Unknown","35","30","42430","40880"
"In post","2023","Undeclared","Social Research","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Undeclared","Social Research","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Social Research","Undeclared","15","15","[c]","[c]"
"In post","2023","Undeclared","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Statistics","Heterosexual / straight","50","50","48580","44950"
"In post","2023","Undeclared","Statistics","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Statistics","Undeclared","50","50","44390","42140"
"In post","2023","Undeclared","Statistics","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Tax","Heterosexual / straight","230","225","38570","35000"
"In post","2023","Undeclared","Tax","LGBO","35","35","36920","34700"
"In post","2023","Undeclared","Tax","Undeclared","520","485","43440","39790"
"In post","2023","Undeclared","Tax","Unknown","50","40","42850","36160"
"In post","2023","Undeclared","Unknown","Heterosexual / straight","350","340","41460","35000"
"In post","2023","Undeclared","Unknown","LGBO","60","60","37880","33520"
"In post","2023","Undeclared","Unknown","Undeclared","220","215","45390","40030"
"In post","2023","Undeclared","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Undeclared","20","20","[c]","[c]"
"In post","2023","Undeclared","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Heterosexual / straight","595","580","43510","37590"
"In post","2023","Unknown","Commercial","LGBO","35","35","43360","38870"
"In post","2023","Unknown","Commercial","Undeclared","70","70","47420","41950"
"In post","2023","Unknown","Commercial","Unknown","735","720","42360","36850"
"In post","2023","Unknown","Communications","Heterosexual / straight","325","320","42240","39360"
"In post","2023","Unknown","Communications","LGBO","35","35","39190","37870"
"In post","2023","Unknown","Communications","Undeclared","50","50","42490","39750"
"In post","2023","Unknown","Communications","Unknown","640","625","44550","41100"
"In post","2023","Unknown","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Corporate Finance","Unknown","25","25","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Heterosexual / straight","135","125","35780","34390"
"In post","2023","Unknown","Counter Fraud","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Undeclared","30","30","41930","38390"
"In post","2023","Unknown","Counter Fraud","Unknown","810","775","34150","32260"
"In post","2023","Unknown","Digital, Data and Technology","Heterosexual / straight","1445","1415","43840","40450"
"In post","2023","Unknown","Digital, Data and Technology","LGBO","115","115","39030","36920"
"In post","2023","Unknown","Digital, Data and Technology","Undeclared","185","180","43590","40020"
"In post","2023","Unknown","Digital, Data and Technology","Unknown","3370","3320","44060","40370"
"In post","2023","Unknown","Economics","Heterosexual / straight","180","180","43710","37710"
"In post","2023","Unknown","Economics","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Economics","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","Economics","Unknown","330","325","45880","39110"
"In post","2023","Unknown","Finance","Heterosexual / straight","665","645","41480","37590"
"In post","2023","Unknown","Finance","LGBO","30","30","[c]","[c]"
"In post","2023","Unknown","Finance","Undeclared","85","80","41720","38120"
"In post","2023","Unknown","Finance","Unknown","1050","1010","39900","36090"
"In post","2023","Unknown","Geography","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Unknown","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Geography","Unknown","115","110","30560","28070"
"In post","2023","Unknown","Human Resources","Heterosexual / straight","895","865","37380","33830"
"In post","2023","Unknown","Human Resources","LGBO","55","55","36430","28770"
"In post","2023","Unknown","Human Resources","Undeclared","115","115","35650","33250"
"In post","2023","Unknown","Human Resources","Unknown","1320","1280","39160","34540"
"In post","2023","Unknown","Inspector of Education and Training","Heterosexual / straight","40","35","57730","52750"
"In post","2023","Unknown","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Unknown","20","15","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Heterosexual / straight","140","135","36530","32030"
"In post","2023","Unknown","Intelligence Analysis","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Unknown","330","320","34020","30510"
"In post","2023","Unknown","Internal Audit","Heterosexual / straight","60","55","45040","41660"
"In post","2023","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Unknown","40","40","44720","42040"
"In post","2023","Unknown","International Trade","Heterosexual / straight","335","330","50280","47000"
"In post","2023","Unknown","International Trade","LGBO","35","35","53290","55370"
"In post","2023","Unknown","International Trade","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","International Trade","Unknown","495","485","47540","42490"
"In post","2023","Unknown","Knowledge and Information Management","Heterosexual / straight","125","120","34920","32390"
"In post","2023","Unknown","Knowledge and Information Management","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Unknown","200","190","37670","34370"
"In post","2023","Unknown","Legal","Heterosexual / straight","690","665","50470","49050"
"In post","2023","Unknown","Legal","LGBO","35","35","48160","49050"
"In post","2023","Unknown","Legal","Undeclared","65","60","53030","54100"
"In post","2023","Unknown","Legal","Unknown","1355","1275","48280","45960"
"In post","2023","Unknown","Medicine","Heterosexual / straight","335","295","53620","41950"
"In post","2023","Unknown","Medicine","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Medicine","Undeclared","60","55","58110","54660"
"In post","2023","Unknown","Medicine","Unknown","390","330","53420","41190"
"In post","2023","Unknown","Operational Delivery","Heterosexual / straight","10910","10280","32170","28590"
"In post","2023","Unknown","Operational Delivery","LGBO","790","775","30900","28120"
"In post","2023","Unknown","Operational Delivery","Undeclared","985","925","32410","29610"
"In post","2023","Unknown","Operational Delivery","Unknown","36980","34725","27900","25880"
"In post","2023","Unknown","Operational Research","Heterosexual / straight","115","115","40720","38640"
"In post","2023","Unknown","Operational Research","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Operational Research","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Operational Research","Unknown","225","220","35090","33990"
"In post","2023","Unknown","Other","Heterosexual / straight","845","810","32990","28490"
"In post","2023","Unknown","Other","LGBO","45","40","31780","28490"
"In post","2023","Unknown","Other","Undeclared","105","100","37880","32400"
"In post","2023","Unknown","Other","Unknown","3175","3110","38230","35600"
"In post","2023","Unknown","Planning","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Planning","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Unknown","40","35","55280","48660"
"In post","2023","Unknown","Policy","Heterosexual / straight","2225","2180","48690","45560"
"In post","2023","Unknown","Policy","LGBO","245","245","46760","43000"
"In post","2023","Unknown","Policy","Undeclared","250","245","48810","45370"
"In post","2023","Unknown","Policy","Unknown","4180","4110","48230","43750"
"In post","2023","Unknown","Project Delivery","Heterosexual / straight","1370","1330","44940","41020"
"In post","2023","Unknown","Project Delivery","LGBO","95","95","40990","37590"
"In post","2023","Unknown","Project Delivery","Undeclared","160","155","46760","41870"
"In post","2023","Unknown","Project Delivery","Unknown","2000","1955","43820","41000"
"In post","2023","Unknown","Property","Heterosexual / straight","345","340","34400","33830"
"In post","2023","Unknown","Property","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Undeclared","30","25","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","955","925","33940","30130"
"In post","2023","Unknown","Psychology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Unknown","160","145","35940","31310"
"In post","2023","Unknown","Science and Engineering","Heterosexual / straight","870","855","38330","33990"
"In post","2023","Unknown","Science and Engineering","LGBO","75","75","31690","28360"
"In post","2023","Unknown","Science and Engineering","Undeclared","125","125","42470","42620"
"In post","2023","Unknown","Science and Engineering","Unknown","1400","1365","39230","37300"
"In post","2023","Unknown","Security","Heterosexual / straight","980","960","33990","30420"
"In post","2023","Unknown","Security","LGBO","35","35","36430","36180"
"In post","2023","Unknown","Security","Undeclared","115","110","38760","40880"
"In post","2023","Unknown","Security","Unknown","1365","1345","34640","30350"
"In post","2023","Unknown","Social Research","Heterosexual / straight","215","205","41080","39300"
"In post","2023","Unknown","Social Research","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Social Research","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Social Research","Unknown","165","160","42510","39300"
"In post","2023","Unknown","Statistics","Heterosexual / straight","265","255","40940","39190"
"In post","2023","Unknown","Statistics","LGBO","35","35","39020","39160"
