"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Scottish Government","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","The National Archives","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Export Finance","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Statistics Authority","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Statistics Authority","Outside London","65","65","40190","38140"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Attorney General's Departments","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Education","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Education","Outside London","45","45","40780","37830"
"In post","2023","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","Outside London","55","50","43270","37820"
"In post","2023","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Levelling Up, Housing and Communities","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Levelling Up, Housing and Communities","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Transport","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Transport","Outside London","30","25","34990","31660"
"In post","2023","Declared disabled","Finance","Department for Work and Pensions","London","40","40","43820","39470"
"In post","2023","Declared disabled","Finance","Department for Work and Pensions","Outside London","295","270","36190","34170"
"In post","2023","Declared disabled","Finance","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department of Health and Social Care","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department of Health and Social Care","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Food Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Foreign, Commonwealth and Development Office","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Foreign, Commonwealth and Development Office","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Finance","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","HM Revenue and Customs","London","55","55","47220","45960"
"In post","2023","Declared disabled","Finance","HM Revenue and Customs","Outside London","230","200","31610","27890"
"In post","2023","Declared disabled","Finance","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Home Office","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Home Office","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Ministry of Defence","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Finance","Ministry of Defence","Outside London","175","170","37610","34300"
"In post","2023","Declared disabled","Finance","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Ministry of Justice","London","35","35","49900","48200"
"In post","2023","Declared disabled","Finance","Ministry of Justice","Outside London","45","45","38300","37680"
"In post","2023","Declared disabled","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Scottish Government","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","UK Statistics Authority","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
