"Status","Year","Age","Disability","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","AA/AO","110","105","24070","23700"
"In post","2023","20-29","Declared disabled","Scottish Government","EO","80","80","30850","29450"
"In post","2023","20-29","Declared disabled","Scottish Government","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","SEO/HEO","85","80","38050","36330"
"In post","2023","20-29","Declared disabled","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","EO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","SEO/HEO","70","70","33920","31560"
"In post","2023","20-29","Declared disabled","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Government","AA/AO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Government","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Government","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Attorney General's Departments","AA/AO","330","325","22960","22870"
"In post","2023","20-29","Declared non-disabled","Attorney General's Departments","EO","385","380","28190","27760"
"In post","2023","20-29","Declared non-disabled","Attorney General's Departments","G6/G7","125","125","52080","52020"
"In post","2023","20-29","Declared non-disabled","Attorney General's Departments","SEO/HEO","215","215","37240","37730"
"In post","2023","20-29","Declared non-disabled","Cabinet Office","AA/AO","85","85","22560","21720"
"In post","2023","20-29","Declared non-disabled","Cabinet Office","EO","180","180","27030","28050"
"In post","2023","20-29","Declared non-disabled","Cabinet Office","G6/G7","250","250","57820","56430"
"In post","2023","20-29","Declared non-disabled","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Cabinet Office","SEO/HEO","475","475","35700","35240"
"In post","2023","20-29","Declared non-disabled","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Chancellor's other departments","EO","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Chancellor's other departments","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Chancellor's other departments","SEO/HEO","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Charity Commission","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Charity Commission","SEO/HEO","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Competition and Markets Authority","AA/AO","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Competition and Markets Authority","EO","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Competition and Markets Authority","G6/G7","40","40","56980","55130"
"In post","2023","20-29","Declared non-disabled","Competition and Markets Authority","SEO/HEO","70","70","35940","34110"
"In post","2023","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","205","205","21460","21380"
"In post","2023","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","285","285","26920","26650"
"In post","2023","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","450","450","56720","55120"
"In post","2023","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","1035","1030","37610","37470"
"In post","2023","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","55","55","27950","27780"
"In post","2023","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","140","140","54570","53030"
"In post","2023","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","270","270","36840","35620"
"In post","2023","20-29","Declared non-disabled","Department for Education","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Department for Education","EO","90","85","27250","26940"
"In post","2023","20-29","Declared non-disabled","Department for Education","G6/G7","135","135","54280","55020"
"In post","2023","20-29","Declared non-disabled","Department for Education","SEO/HEO","410","405","36480","37590"
"In post","2023","20-29","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","345","340","22680","22150"
"In post","2023","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","390","385","26950","25920"
"In post","2023","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","135","135","53290","54330"
"In post","2023","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","760","760","34690","33830"
"In post","2023","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Department for International Trade","EO","60","60","28900","29280"
"In post","2023","20-29","Declared non-disabled","Department for International Trade","G6/G7","120","120","56550","55370"
"In post","2023","20-29","Declared non-disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Department for International Trade","SEO/HEO","360","360","37800","35770"
"In post","2023","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","AA/AO","30","30","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","EO","65","65","27760","28410"
"In post","2023","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","G6/G7","185","180","54760","54630"
"In post","2023","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","340","340","36140","34310"
"In post","2023","20-29","Declared non-disabled","Department for Transport","AA/AO","505","475","22090","22500"
"In post","2023","20-29","Declared non-disabled","Department for Transport","EO","210","210","28220","26960"
"In post","2023","20-29","Declared non-disabled","Department for Transport","G6/G7","155","155","56210","55740"
"In post","2023","20-29","Declared non-disabled","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Department for Transport","SEO/HEO","485","480","37610","35760"
"In post","2023","20-29","Declared non-disabled","Department for Work and Pensions","AA/AO","2375","2305","22090","21690"
"In post","2023","20-29","Declared non-disabled","Department for Work and Pensions","EO","3295","3235","28960","28120"
"In post","2023","20-29","Declared non-disabled","Department for Work and Pensions","G6/G7","120","120","54740","55150"
"In post","2023","20-29","Declared non-disabled","Department for Work and Pensions","SEO/HEO","975","970","36610","34170"
"In post","2023","20-29","Declared non-disabled","Department of Health and Social Care","AA/AO","85","80","22790","22820"
"In post","2023","20-29","Declared non-disabled","Department of Health and Social Care","EO","135","135","26780","27690"
"In post","2023","20-29","Declared non-disabled","Department of Health and Social Care","G6/G7","75","75","54530","54660"
"In post","2023","20-29","Declared non-disabled","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Department of Health and Social Care","SEO/HEO","370","365","35590","34190"
"In post","2023","20-29","Declared non-disabled","Estyn","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Food Standards Agency","EO","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Food Standards Agency","SEO/HEO","50","50","35220","33780"
"In post","2023","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","AA/AO","45","45","26570","25700"
"In post","2023","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","EO","135","135","30320","30030"
"In post","2023","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","G6/G7","55","55","55840","54960"
"In post","2023","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","SEO/HEO","375","375","37020","36620"
"In post","2023","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","HM Land Registry","AA/AO","130","125","23370","23390"
"In post","2023","20-29","Declared non-disabled","HM Land Registry","EO","175","165","28430","28080"
"In post","2023","20-29","Declared non-disabled","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","HM Land Registry","SEO/HEO","90","90","36480","34850"
"In post","2023","20-29","Declared non-disabled","HM Revenue and Customs","AA/AO","2195","2125","22710","22520"
"In post","2023","20-29","Declared non-disabled","HM Revenue and Customs","EO","1790","1775","28400","27890"
"In post","2023","20-29","Declared non-disabled","HM Revenue and Customs","G6/G7","330","330","59980","57970"
