"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Communications","SEO/HEO","Male","510","500","39570","39810"
"In post","2023","Declared non-disabled","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","AA/AO","Female","995","825","23200","22520"
"In post","2023","Declared non-disabled","Counter Fraud","AA/AO","Male","515","495","23160","22520"
"In post","2023","Declared non-disabled","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","EO","Female","2845","2550","29120","28120"
"In post","2023","Declared non-disabled","Counter Fraud","EO","Male","2120","2020","29140","28120"
"In post","2023","Declared non-disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","G6/G7","Female","330","310","61580","57970"
"In post","2023","Declared non-disabled","Counter Fraud","G6/G7","Male","565","545","62730","59290"
"In post","2023","Declared non-disabled","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","SEO/HEO","Female","2000","1880","37640","35000"
"In post","2023","Declared non-disabled","Counter Fraud","SEO/HEO","Male","2025","1965","38180","36650"
"In post","2023","Declared non-disabled","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","AA/AO","Female","2225","1875","22550","22520"
"In post","2023","Declared non-disabled","Debt","AA/AO","Male","1290","1235","22510","22520"
"In post","2023","Declared non-disabled","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","EO","Female","525","465","28780","28120"
"In post","2023","Declared non-disabled","Debt","EO","Male","365","350","28820","28130"
"In post","2023","Declared non-disabled","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","SEO/HEO","Female","180","165","36690","35000"
"In post","2023","Declared non-disabled","Debt","SEO/HEO","Male","115","110","37200","35000"
"In post","2023","Declared non-disabled","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","Female","240","220","22400","22220"
"In post","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","Male","290","285","22590","22220"
"In post","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","EO","Female","935","860","28150","28120"
"In post","2023","Declared non-disabled","Digital, Data & Technology","EO","Male","1410","1370","28540","28120"
"In post","2023","Declared non-disabled","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","Female","1815","1750","57880","56430"
"In post","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","Male","3375","3330","59670","57970"
"In post","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","SCS level","Female","90","90","88820","81350"
"In post","2023","Declared non-disabled","Digital, Data & Technology","SCS level","Male","165","165","97020","92500"
"In post","2023","Declared non-disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","Female","3260","3110","38050","38080"
"In post","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","Male","5135","5050","39200","38680"
"In post","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Female","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Male","40","40","36200","33280"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","AA/AO","Female","755","615","22760","22520"
"In post","2023","Declared non-disabled","Finance","AA/AO","Male","355","335","22770","22520"
"In post","2023","Declared non-disabled","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","EO","Female","820","755","28290","28070"
"In post","2023","Declared non-disabled","Finance","EO","Male","485","480","28380","28120"
"In post","2023","Declared non-disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","G6/G7","Female","990","945","59520","57970"
"In post","2023","Declared non-disabled","Finance","G6/G7","Male","1045","1035","60660","59180"
"In post","2023","Declared non-disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","SCS level","Female","105","100","88120","82130"
"In post","2023","Declared non-disabled","Finance","SCS level","Male","140","135","93010","83430"
"In post","2023","Declared non-disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","SEO/HEO","Female","2155","2040","38480","38470"
"In post","2023","Declared non-disabled","Finance","SEO/HEO","Male","1670","1635","39350","38470"
"In post","2023","Declared non-disabled","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","Male","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","AA/AO","Female","415","360","22120","22150"
"In post","2023","Declared non-disabled","Grants Management","AA/AO","Male","305","295","22140","22150"
"In post","2023","Declared non-disabled","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","EO","Female","230","210","26040","25920"
"In post","2023","Declared non-disabled","Grants Management","EO","Male","145","145","26070","25920"
"In post","2023","Declared non-disabled","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","G6/G7","Female","35","35","53350","50340"
"In post","2023","Declared non-disabled","Grants Management","G6/G7","Male","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","SEO/HEO","Female","150","140","33300","30930"
"In post","2023","Declared non-disabled","Grants Management","SEO/HEO","Male","95","95","33680","32040"
"In post","2023","Declared non-disabled","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","AA/AO","Female","530","485","22560","22220"
"In post","2023","Declared non-disabled","Human Resources","AA/AO","Male","190","185","22530","22220"
"In post","2023","Declared non-disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","EO","Female","1170","1085","28040","28120"
"In post","2023","Declared non-disabled","Human Resources","EO","Male","1010","980","29130","28120"
"In post","2023","Declared non-disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","G6/G7","Female","1280","1225","58960","57650"
"In post","2023","Declared non-disabled","Human Resources","G6/G7","Male","595","590","59660","58370"
"In post","2023","Declared non-disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","SCS level","Female","110","105","90100","81820"
"In post","2023","Declared non-disabled","Human Resources","SCS level","Male","70","70","90480","84000"
"In post","2023","Declared non-disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","SEO/HEO","Female","2575","2430","37400","36760"
"In post","2023","Declared non-disabled","Human Resources","SEO/HEO","Male","1460","1430","38360","37300"
"In post","2023","Declared non-disabled","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","Female","50","45","39480","38790"
"In post","2023","Declared non-disabled","Human Resources","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","EO","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","EO","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","G6/G7","Female","65","60","60180","59310"
"In post","2023","Declared non-disabled","Internal Audit","G6/G7","Male","90","85","57980","57570"
"In post","2023","Declared non-disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SEO/HEO","Female","170","160","41880","42700"
"In post","2023","Declared non-disabled","Internal Audit","SEO/HEO","Male","115","110","43090","43160"
"In post","2023","Declared non-disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","AA/AO","Female","800","715","23170","22870"
"In post","2023","Declared non-disabled","Legal","AA/AO","Male","325","320","23200","22870"
"In post","2023","Declared non-disabled","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","EO","Female","1050","970","28750","28410"
"In post","2023","Declared non-disabled","Legal","EO","Male","420","415","28870","28200"
"In post","2023","Declared non-disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","G6/G7","Female","3050","2760","60390","58050"
"In post","2023","Declared non-disabled","Legal","G6/G7","Male","1755","1690","61790","59780"
"In post","2023","Declared non-disabled","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","SCS level","Female","210","195","87690","83450"
"In post","2023","Declared non-disabled","Legal","SCS level","Male","165","165","92560","86400"
"In post","2023","Declared non-disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","SEO/HEO","Female","785","740","37460","36780"
"In post","2023","Declared non-disabled","Legal","SEO/HEO","Male","485","475","37720","36990"
"In post","2023","Declared non-disabled","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","AA/AO","Female","37860","32310","23540","22400"
"In post","2023","Declared non-disabled","No function","AA/AO","Male","26970","25795","25470","22520"
"In post","2023","Declared non-disabled","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","EO","Female","34310","30395","28640","28120"
"In post","2023","Declared non-disabled","No function","EO","Male","23770","22825","29200","28120"
