"Status","Year","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Counter Fraud","Policy","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Tax","1110","1045","43300","39790"
"In post","2023","Declared non-disabled","Counter Fraud","Unknown","150","145","37650","34700"
"In post","2023","Declared non-disabled","Debt","Operational Delivery","2495","2265","26150","22520"
"In post","2023","Declared non-disabled","Debt","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Other","1895","1640","23330","21690"
"In post","2023","Declared non-disabled","Debt","Policy","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Tax","300","285","24260","22520"
"In post","2023","Declared non-disabled","Debt","Unknown","45","40","27020","27650"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Commercial","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Communications","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","13495","13125","44660","41480"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Economics","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Finance","80","75","39860","38470"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Human Resources","45","45","47090","43210"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","655","635","33760","30860"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Operational Delivery","825","790","38150","37420"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Operational Research","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Other","200","190","36260","36180"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Policy","60","60","55130","56430"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Project Delivery","145","140","44240","40540"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Science and Engineering","495","460","41800","40040"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Security","35","30","46180","39670"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Statistics","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Tax","65","65","40820","35000"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","600","595","49440","44930"
"In post","2023","Declared non-disabled","Finance","Commercial","560","530","39060","38470"
"In post","2023","Declared non-disabled","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Corporate Finance","50","50","49010","43950"
"In post","2023","Declared non-disabled","Finance","Counter Fraud","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Economics","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Finance","6230","5975","43720","40260"
"In post","2023","Declared non-disabled","Finance","Human Resources","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Operational Delivery","1065","935","29440","27650"
"In post","2023","Declared non-disabled","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Other","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Policy","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Project Delivery","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Security","275","265","44380","38470"
"In post","2023","Declared non-disabled","Finance","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Statistics","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Tax","80","75","36770","34850"
"In post","2023","Declared non-disabled","Finance","Unknown","195","190","46860","42050"
"In post","2023","Declared non-disabled","Grants Management","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Operational Delivery","1380","1275","26200","22150"
"In post","2023","Declared non-disabled","Grants Management","Policy","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Communications","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Digital, Data and Technology","30","30","40610","37110"
"In post","2023","Declared non-disabled","Human Resources","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Finance","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Human Resources","7600","7270","40390","36010"
"In post","2023","Declared non-disabled","Human Resources","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Operational Delivery","930","870","33450","28120"
"In post","2023","Declared non-disabled","Human Resources","Other","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Policy","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Project Delivery","35","30","49190","51360"
"In post","2023","Declared non-disabled","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Tax","115","110","38520","35000"
"In post","2023","Declared non-disabled","Human Resources","Unknown","250","240","46170","39820"
"In post","2023","Declared non-disabled","Internal Audit","Internal Audit","495","475","48840","46110"
"In post","2023","Declared non-disabled","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Communications","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Finance","45","40","25970","24480"
"In post","2023","Declared non-disabled","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Internal Audit","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Knowledge and Information Management","120","100","43850","38470"
"In post","2023","Declared non-disabled","Legal","Legal","5650","5280","58610","56450"
"In post","2023","Declared non-disabled","Legal","Operational Delivery","2685","2500","29090","27760"
"In post","2023","Declared non-disabled","Legal","Other","50","50","57800","57970"
"In post","2023","Declared non-disabled","Legal","Policy","85","80","52370","54460"
"In post","2023","Declared non-disabled","Legal","Project Delivery","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Property","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Security","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Tax","220","205","45710","42510"
"In post","2023","Declared non-disabled","Legal","Unknown","130","125","53090","52600"
"In post","2023","Declared non-disabled","No function","Commercial","340","330","50340","48210"
"In post","2023","Declared non-disabled","No function","Communications","120","115","46920","44570"
"In post","2023","Declared non-disabled","No function","Corporate Finance","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Counter Fraud","170","155","29190","26180"
"In post","2023","Declared non-disabled","No function","Digital, Data and Technology","530","515","53130","55790"
"In post","2023","Declared non-disabled","No function","Economics","190","185","54160","56430"
"In post","2023","Declared non-disabled","No function","Finance","110","105","42350","38500"
"In post","2023","Declared non-disabled","No function","Geography","290","275","33790","34370"
"In post","2023","Declared non-disabled","No function","Human Resources","210","200","40920","36680"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","860","850","67360","72470"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","1855","1765","33320","30270"
"In post","2023","Declared non-disabled","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","1050","1030","48900","43400"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","565","535","35680","34170"
"In post","2023","Declared non-disabled","No function","Legal","830","745","47450","45450"
"In post","2023","Declared non-disabled","No function","Medicine","1145","1005","57540","43810"
"In post","2023","Declared non-disabled","No function","Operational Delivery","155455","142345","30040","28120"
"In post","2023","Declared non-disabled","No function","Operational Research","50","50","46310","43330"
"In post","2023","Declared non-disabled","No function","Other","5525","5255","33050","28120"
"In post","2023","Declared non-disabled","No function","Planning","105","100","46630","43700"
"In post","2023","Declared non-disabled","No function","Planning Inspectors","370","335","58320","60050"
"In post","2023","Declared non-disabled","No function","Policy","17525","17065","50140","49700"
