"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Intelligence Analysis","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Intelligence Analysis","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","SEO/HEO","HEO","Heterosexual / straight","580","565","35020","34300"
"In post","2023","Intelligence Analysis","SEO/HEO","HEO","LGBO","30","30","35240","35000"
"In post","2023","Intelligence Analysis","SEO/HEO","HEO","Undeclared","95","90","35660","35000"
"In post","2023","Intelligence Analysis","SEO/HEO","HEO","Unknown","105","105","36900","37850"
"In post","2023","Intelligence Analysis","SEO/HEO","SEO","Heterosexual / straight","325","320","44110","43430"
"In post","2023","Intelligence Analysis","SEO/HEO","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Intelligence Analysis","SEO/HEO","SEO","Undeclared","50","50","43930","43380"
"In post","2023","Intelligence Analysis","SEO/HEO","SEO","Unknown","55","55","44110","43740"
"In post","2023","Intelligence Analysis","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Intelligence Analysis","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","AA/AO","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","AA/AO","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Internal Audit","EO","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Internal Audit","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","EO","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Internal Audit","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","G6/G7","G6","Heterosexual / straight","70","65","66180","64280"
"In post","2023","Internal Audit","G6/G7","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Internal Audit","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Internal Audit","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","G6/G7","G7","Heterosexual / straight","115","110","54960","54850"
"In post","2023","Internal Audit","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","G6/G7","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Internal Audit","G6/G7","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Internal Audit","SCS level","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Internal Audit","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Internal Audit","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","SEO/HEO","HEO","Heterosexual / straight","125","120","35030","34370"
"In post","2023","Internal Audit","SEO/HEO","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Internal Audit","SEO/HEO","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Internal Audit","SEO/HEO","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Internal Audit","SEO/HEO","SEO","Heterosexual / straight","225","205","45230","44230"
"In post","2023","Internal Audit","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Internal Audit","SEO/HEO","SEO","Undeclared","25","20","[c]","[c]"
"In post","2023","Internal Audit","SEO/HEO","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","International Trade","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","EO","EO","Heterosexual / straight","80","75","28520","29280"
"In post","2023","International Trade","EO","EO","LGBO","10","10","[c]","[c]"
"In post","2023","International Trade","EO","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","International Trade","EO","EO","Unknown","35","35","28780","29280"
"In post","2023","International Trade","G6/G7","G6","Heterosexual / straight","150","150","66910","65980"
"In post","2023","International Trade","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2023","International Trade","G6/G7","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","International Trade","G6/G7","G6","Unknown","45","45","66660","65820"
"In post","2023","International Trade","G6/G7","G7","Heterosexual / straight","355","350","55740","55370"
"In post","2023","International Trade","G6/G7","G7","LGBO","45","45","55380","55500"
"In post","2023","International Trade","G6/G7","G7","Undeclared","45","45","56020","55430"
"In post","2023","International Trade","G6/G7","G7","Unknown","175","170","55600","55370"
"In post","2023","International Trade","SCS level","SCS level","Heterosexual / straight","85","85","84940","76750"
"In post","2023","International Trade","SCS level","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","International Trade","SCS level","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","International Trade","SCS level","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","International Trade","SEO/HEO","HEO","Heterosexual / straight","240","235","34920","35010"
"In post","2023","International Trade","SEO/HEO","HEO","LGBO","30","30","34670","35010"
"In post","2023","International Trade","SEO/HEO","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","International Trade","SEO/HEO","HEO","Unknown","110","110","35000","35010"
"In post","2023","International Trade","SEO/HEO","SEO","Heterosexual / straight","410","405","41670","41550"
"In post","2023","International Trade","SEO/HEO","SEO","LGBO","40","40","42040","41550"
"In post","2023","International Trade","SEO/HEO","SEO","Undeclared","25","25","[c]","[c]"
"In post","2023","International Trade","SEO/HEO","SEO","Unknown","175","175","41880","41550"
"In post","2023","Knowledge and Information Management","AA/AO","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","AA/AO","AO","Heterosexual / straight","285","270","23280","22220"
"In post","2023","Knowledge and Information Management","AA/AO","AO","LGBO","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","AA/AO","AO","Undeclared","45","40","23380","22280"
"In post","2023","Knowledge and Information Management","AA/AO","AO","Unknown","50","50","22940","22220"
"In post","2023","Knowledge and Information Management","EO","EO","Heterosexual / straight","435","415","28320","28120"
"In post","2023","Knowledge and Information Management","EO","EO","LGBO","35","35","27990","28060"
"In post","2023","Knowledge and Information Management","EO","EO","Undeclared","85","85","29180","28120"
"In post","2023","Knowledge and Information Management","EO","EO","Unknown","85","80","28760","28120"
"In post","2023","Knowledge and Information Management","G6/G7","G6","Heterosexual / straight","55","50","68640","68520"
"In post","2023","Knowledge and Information Management","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","G6/G7","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","G6/G7","G6","Unknown","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","G6/G7","G7","Heterosexual / straight","210","185","55950","55850"
"In post","2023","Knowledge and Information Management","G6/G7","G7","LGBO","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","G6/G7","G7","Undeclared","30","25","56420","57240"
"In post","2023","Knowledge and Information Management","G6/G7","G7","Unknown","40","35","56560","55370"
"In post","2023","Knowledge and Information Management","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SEO/HEO","HEO","Heterosexual / straight","455","440","34640","34170"
"In post","2023","Knowledge and Information Management","SEO/HEO","HEO","LGBO","50","45","34630","34170"
"In post","2023","Knowledge and Information Management","SEO/HEO","HEO","Undeclared","75","75","35110","34300"
"In post","2023","Knowledge and Information Management","SEO/HEO","HEO","Unknown","85","85","34800","34170"
"In post","2023","Knowledge and Information Management","SEO/HEO","SEO","Heterosexual / straight","250","240","42220","41780"
"In post","2023","Knowledge and Information Management","SEO/HEO","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","SEO/HEO","SEO","Undeclared","50","50","43040","42510"
"In post","2023","Knowledge and Information Management","SEO/HEO","SEO","Unknown","50","50","42290","41410"
"In post","2023","Knowledge and Information Management","Unknown","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","AA/AO","AO","Heterosexual / straight","135","125","23380","22520"
"In post","2023","Legal","AA/AO","AO","LGBO","5","5","[c]","[c]"
"In post","2023","Legal","AA/AO","AO","Undeclared","20","15","[c]","[c]"
"In post","2023","Legal","AA/AO","AO","Unknown","60","50","23510","22520"
"In post","2023","Legal","EO","EO","Heterosexual / straight","845","810","29530","28130"
"In post","2023","Legal","EO","EO","LGBO","65","65","29080","28130"
"In post","2023","Legal","EO","EO","Undeclared","105","95","29920","29730"
"In post","2023","Legal","EO","EO","Unknown","340","325","29540","28130"
"In post","2023","Legal","G6/G7","G6","Heterosexual / straight","1145","1070","71240","70260"
"In post","2023","Legal","G6/G7","G6","LGBO","85","80","71880","69940"
"In post","2023","Legal","G6/G7","G6","Undeclared","145","135","72620","72820"
"In post","2023","Legal","G6/G7","G6","Unknown","380","350","71900","69990"
"In post","2023","Legal","G6/G7","G7","Heterosexual / straight","3680","3445","56440","55140"
"In post","2023","Legal","G6/G7","G7","LGBO","205","200","56300","55170"
"In post","2023","Legal","G6/G7","G7","Undeclared","280","265","57860","55990"
"In post","2023","Legal","G6/G7","G7","Unknown","925","830","58470","56450"
"In post","2023","Legal","SCS level","SCS level","Heterosexual / straight","320","305","90700","85000"
"In post","2023","Legal","SCS level","SCS level","LGBO","30","30","88170","85000"
"In post","2023","Legal","SCS level","SCS level","Undeclared","30","30","85250","81950"
"In post","2023","Legal","SCS level","SCS level","Unknown","85","80","88750","84020"
"In post","2023","Legal","SEO/HEO","HEO","Heterosexual / straight","785","760","36570","35000"
"In post","2023","Legal","SEO/HEO","HEO","LGBO","50","50","38230","35410"
"In post","2023","Legal","SEO/HEO","HEO","Undeclared","105","100","36930","35020"
"In post","2023","Legal","SEO/HEO","HEO","Unknown","295","290","36390","35000"
"In post","2023","Legal","SEO/HEO","SEO","Heterosexual / straight","955","870","42330","42140"
"In post","2023","Legal","SEO/HEO","SEO","LGBO","35","35","40890","39230"
"In post","2023","Legal","SEO/HEO","SEO","Undeclared","180","160","44260","45160"
"In post","2023","Legal","SEO/HEO","SEO","Unknown","245","230","43800","43650"
"In post","2023","Legal","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","AA/AO","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Medicine","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","AA/AO","AA","Unknown","35","30","19810","19770"
"In post","2023","Medicine","AA/AO","AO","Heterosexual / straight","185","170","25080","24680"
"In post","2023","Medicine","AA/AO","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Medicine","AA/AO","AO","Undeclared","15","15","[c]","[c]"
"In post","2023","Medicine","AA/AO","AO","Unknown","60","50","24300","24680"
"In post","2023","Medicine","EO","EO","Heterosexual / straight","230","210","32820","32930"
"In post","2023","Medicine","EO","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Medicine","EO","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Medicine","EO","EO","Unknown","55","50","33580","32930"
"In post","2023","Medicine","G6/G7","G6","Heterosexual / straight","295","250","85990","88880"
"In post","2023","Medicine","G6/G7","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Medicine","G6/G7","G6","Undeclared","50","40","84470","91170"
"In post","2023","Medicine","G6/G7","G6","Unknown","85","60","86540","87740"
"In post","2023","Medicine","G6/G7","G7","Heterosexual / straight","215","195","63710","59480"
"In post","2023","Medicine","G6/G7","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Medicine","G6/G7","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Medicine","G6/G7","G7","Unknown","50","40","66730","66300"
"In post","2023","Medicine","SCS level","SCS level","Heterosexual / straight","190","160","110270","107850"
"In post","2023","Medicine","SCS level","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Medicine","SCS level","SCS level","Undeclared","40","35","112470","113890"
"In post","2023","Medicine","SCS level","SCS level","Unknown","80","65","116700","115770"
"In post","2023","Medicine","SEO/HEO","HEO","Heterosexual / straight","340","300","39050","40590"
"In post","2023","Medicine","SEO/HEO","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Medicine","SEO/HEO","HEO","Undeclared","35","30","39110","40590"
"In post","2023","Medicine","SEO/HEO","HEO","Unknown","90","85","39010","40590"
"In post","2023","Medicine","SEO/HEO","SEO","Heterosexual / straight","230","210","45680","46400"
"In post","2023","Medicine","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Medicine","SEO/HEO","SEO","Undeclared","25","25","[c]","[c]"
