"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Digital, Data & Technology","Crown Prosecution Service","SEO","15","15","39310","38940"
"In post","2023","30-39","Digital, Data & Technology","Defence Equipment and Support","AO","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Defence Equipment and Support","EO","10","10","29520","29140"
"In post","2023","30-39","Digital, Data & Technology","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Defence Equipment and Support","G7","15","15","55120","59030"
"In post","2023","30-39","Digital, Data & Technology","Defence Equipment and Support","HEO","30","30","32750","32500"
"In post","2023","30-39","Digital, Data & Technology","Defence Equipment and Support","SEO","25","25","40700","39500"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","15","15","57090","55350"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","10","10","33100","32220"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","EO","30","30","27050","26940"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","G6","20","20","66090","65780"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","G7","90","90","52550","51360"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","HEO","50","45","31080","30330"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","SEO","75","70","38740","37590"
"In post","2023","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","10","10","26280","25920"
"In post","2023","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","20","20","61240","59340"
"In post","2023","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","80","80","50320","49400"
"In post","2023","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","40","40","30850","30320"
"In post","2023","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","45","45","38150","37300"
"In post","2023","30-39","Digital, Data & Technology","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for International Trade","G6","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for International Trade","G7","30","30","59960","59200"
"In post","2023","30-39","Digital, Data & Technology","Department for International Trade","HEO","10","10","33500","33100"
"In post","2023","30-39","Digital, Data & Technology","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for International Trade","SEO","20","20","44890","44300"
"In post","2023","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","10","10","66090","64970"
"In post","2023","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","25","25","55650","54630"
"In post","2023","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Transport (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Transport (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","AO","15","15","21690","21690"
"In post","2023","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","EO","130","125","28400","28120"
"In post","2023","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","G6","55","55","71700","69770"
"In post","2023","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","G7","215","215","54900","54540"
"In post","2023","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","HEO","185","185","34460","34170"
"In post","2023","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","SEO","220","220","40690","39370"
"In post","2023","30-39","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Licensing Agency","AO","15","15","22500","22500"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Licensing Agency","EO","40","40","27550","26960"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Licensing Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Licensing Agency","G7","25","25","61930","57980"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Licensing Agency","HEO","55","55","35360","32670"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Licensing Agency","SEO","65","65","44420","41130"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Standards Agency","EO","15","15","27120","26960"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Standards Agency","G7","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Standards Agency","HEO","20","20","32120","31660"
"In post","2023","30-39","Digital, Data & Technology","Driver and Vehicle Standards Agency","SEO","15","15","44040","41130"
"In post","2023","30-39","Digital, Data & Technology","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Education and Skills Funding Agency","G7","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Education and Skills Funding Agency","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Education and Skills Funding Agency","SEO","10","10","39840","38870"
"In post","2023","30-39","Digital, Data & Technology","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","FCDO Services","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","FCDO Services","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","FCDO Services","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","FCDO Services","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Food Standards Agency","G7","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Food Standards Agency","SEO","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","EO","10","10","30090","29510"
"In post","2023","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","G7","10","10","54580","54960"
"In post","2023","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","25","25","37530","37950"
"In post","2023","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","20","20","43890","43450"
"In post","2023","30-39","Digital, Data & Technology","Government Internal Audit Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","EO","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","G6","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","G7","30","30","53940","53910"
"In post","2023","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","HEO","30","30","32490","31270"
"In post","2023","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","SEO","45","45","40670","41510"
"In post","2023","30-39","Digital, Data & Technology","HM Land Registry","AA","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","HM Land Registry","AO","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","HM Land Registry","EO","40","40","30340","28080"
"In post","2023","30-39","Digital, Data & Technology","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","HM Land Registry","G7","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","HM Land Registry","HEO","35","35","38130","39460"
"In post","2023","30-39","Digital, Data & Technology","HM Land Registry","SEO","40","40","44660","44130"
"In post","2023","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","EO","110","110","28190","27890"
"In post","2023","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","G6","25","25","70460","69280"
"In post","2023","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","G7","170","170","57680","57970"
"In post","2023","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","HEO","335","330","35280","35000"
