"Status","Year","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","SEO/HEO","Female","360","[c]","37520","34700"
"New entrant CS","2023","HM Revenue and Customs","SEO/HEO","Male","520","[c]","38140","36990"
"New entrant CS","2023","HM Treasury","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","AA/AO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","EO","Female","45","[c]","26590","25460"
"New entrant CS","2023","HM Treasury","EO","Male","35","[c]","26400","27820"
"New entrant CS","2023","HM Treasury","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","SEO/HEO","Female","80","[c]","33080","32970"
"New entrant CS","2023","HM Treasury","SEO/HEO","Male","85","[c]","33930","32970"
"New entrant CS","2023","Home Office","AA/AO","Female","2220","[c]","23070","22400"
"New entrant CS","2023","Home Office","AA/AO","Male","1610","[c]","22980","22400"
"New entrant CS","2023","Home Office","EO","Female","1540","[c]","26950","25750"
"New entrant CS","2023","Home Office","EO","Male","1735","[c]","27190","25750"
"New entrant CS","2023","Home Office","G6/G7","Female","35","[c]","60220","59000"
"New entrant CS","2023","Home Office","G6/G7","Male","70","[c]","60180","59000"
"New entrant CS","2023","Home Office","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","SEO/HEO","Female","285","[c]","36150","36000"
"New entrant CS","2023","Home Office","SEO/HEO","Male","255","[c]","36130","36000"
"New entrant CS","2023","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","AA/AO","Female","1035","[c]","22360","22220"
"New entrant CS","2023","Ministry of Defence","AA/AO","Male","1205","[c]","24250","22220"
"New entrant CS","2023","Ministry of Defence","EO","Female","450","[c]","27570","27080"
"New entrant CS","2023","Ministry of Defence","EO","Male","490","[c]","28050","27080"
"New entrant CS","2023","Ministry of Defence","G6/G7","Female","160","[c]","61700","56530"
"New entrant CS","2023","Ministry of Defence","G6/G7","Male","220","[c]","58360","55000"
"New entrant CS","2023","Ministry of Defence","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","SCS level","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","SEO/HEO","Female","795","[c]","35940","33990"
"New entrant CS","2023","Ministry of Defence","SEO/HEO","Male","1245","[c]","36600","34370"
"New entrant CS","2023","Ministry of Defence","Unknown","Female","125","[c]","28880","26000"
"New entrant CS","2023","Ministry of Defence","Unknown","Male","295","[c]","29920","26450"
"New entrant CS","2023","Ministry of Justice","AA/AO","Female","4585","[c]","25530","24070"
"New entrant CS","2023","Ministry of Justice","AA/AO","Male","4280","[c]","27310","28880"
"New entrant CS","2023","Ministry of Justice","EO","Female","460","[c]","28060","28480"
"New entrant CS","2023","Ministry of Justice","EO","Male","215","[c]","28090","28480"
"New entrant CS","2023","Ministry of Justice","G6/G7","Female","50","[c]","56580","55720"
"New entrant CS","2023","Ministry of Justice","G6/G7","Male","75","[c]","56030","55720"
"New entrant CS","2023","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","SEO/HEO","Female","520","[c]","35940","35410"
"New entrant CS","2023","Ministry of Justice","SEO/HEO","Male","350","[c]","36700","35410"
"New entrant CS","2023","Ministry of Justice","Unknown","Female","3050","[c]","23010","23640"
"New entrant CS","2023","Ministry of Justice","Unknown","Male","1015","[c]","23380","23640"
"New entrant CS","2023","National Crime Agency","AA/AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","EO","Female","150","[c]","33920","34340"
"New entrant CS","2023","National Crime Agency","EO","Male","155","[c]","34550","34670"
"New entrant CS","2023","National Crime Agency","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","SEO/HEO","Female","60","[c]","43570","42240"
"New entrant CS","2023","National Crime Agency","SEO/HEO","Male","70","[c]","44730","45610"
"New entrant CS","2023","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","50","[c]","22330","22260"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","85","[c]","75140","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","60","[c]","75370","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","165","[c]","46110","47750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","40","[c]","42070","42450"
"New entrant CS","2023","Office of Gas and Electricity Markets","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","EO","Female","85","[c]","26490","25780"
"New entrant CS","2023","Office of Gas and Electricity Markets","EO","Male","85","[c]","25810","25750"
"New entrant CS","2023","Office of Gas and Electricity Markets","G6/G7","Female","45","[c]","56990","55000"
"New entrant CS","2023","Office of Gas and Electricity Markets","G6/G7","Male","80","[c]","61380","58150"
"New entrant CS","2023","Office of Gas and Electricity Markets","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","SEO/HEO","Female","60","[c]","38580","38000"
"New entrant CS","2023","Office of Gas and Electricity Markets","SEO/HEO","Male","70","[c]","37950","38000"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","35","[c]","34700","33500"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","AA/AO","Female","1040","[c]","23040","22180"
"New entrant CS","2023","Scottish Government","AA/AO","Male","740","[c]","23420","22180"
"New entrant CS","2023","Scottish Government","EO","Female","645","[c]","29400","29100"
"New entrant CS","2023","Scottish Government","EO","Male","400","[c]","29660","29100"
"New entrant CS","2023","Scottish Government","G6/G7","Female","155","[c]","58240","52360"
"New entrant CS","2023","Scottish Government","G6/G7","Male","135","[c]","60530","58850"
"New entrant CS","2023","Scottish Government","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","SEO/HEO","Female","565","[c]","37980","36330"
"New entrant CS","2023","Scottish Government","SEO/HEO","Male","340","[c]","38710","37830"
"New entrant CS","2023","The National Archives","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","SEO/HEO","Female","30","[c]","33160","31000"
"New entrant CS","2023","The National Archives","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","AA/AO","Female","235","[c]","21290","21200"
"New entrant CS","2023","UK Statistics Authority","AA/AO","Male","240","[c]","21510","21200"
"New entrant CS","2023","UK Statistics Authority","EO","Female","75","[c]","25230","24840"
"New entrant CS","2023","UK Statistics Authority","EO","Male","70","[c]","25110","24840"
"New entrant CS","2023","UK Statistics Authority","G6/G7","Female","35","[c]","55280","51730"
"New entrant CS","2023","UK Statistics Authority","G6/G7","Male","50","[c]","54030","51460"
"New entrant CS","2023","UK Statistics Authority","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","SEO/HEO","Female","185","[c]","34000","31560"
"New entrant CS","2023","UK Statistics Authority","SEO/HEO","Male","195","[c]","33990","31560"
"New entrant CS","2023","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","AA/AO","Female","60","[c]","22160","22150"
"New entrant CS","2023","Welsh Government","AA/AO","Male","45","[c]","22190","22150"
"New entrant CS","2023","Welsh Government","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","SEO/HEO","Female","85","[c]","37900","36590"
"New entrant CS","2023","Welsh Government","SEO/HEO","Male","45","[c]","37450","35560"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
