"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Knowledge and Information Management","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G6/G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","95","90","36920","35330"
"In post","2023","Declared disabled","Knowledge and Information Management","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","EO","Heterosexual / straight","80","75","28990","28130"
"In post","2023","Declared disabled","Legal","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Legal","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","G6/G7","Heterosexual / straight","465","425","60200","58740"
"In post","2023","Declared disabled","Legal","G6/G7","LGBO","50","50","60490","56450"
"In post","2023","Declared disabled","Legal","G6/G7","Undeclared","55","50","63580","63040"
"In post","2023","Declared disabled","Legal","G6/G7","Unknown","55","45","59920","58430"
"In post","2023","Declared disabled","Legal","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Legal","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","SEO/HEO","Heterosexual / straight","210","190","39900","39620"
"In post","2023","Declared disabled","Legal","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Legal","SEO/HEO","Undeclared","35","35","41230","42010"
"In post","2023","Declared disabled","Legal","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","G6/G7","Heterosexual / straight","35","30","80960","83590"
"In post","2023","Declared disabled","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","SEO/HEO","Heterosexual / straight","35","30","42260","40880"
"In post","2023","Declared disabled","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","AA/AO","Heterosexual / straight","10195","8870","23520","22220"
"In post","2023","Declared disabled","Operational Delivery","AA/AO","LGBO","1115","1050","24140","22400"
"In post","2023","Declared disabled","Operational Delivery","AA/AO","Undeclared","1480","1260","23230","21780"
"In post","2023","Declared disabled","Operational Delivery","AA/AO","Unknown","1025","850","23230","22520"
"In post","2023","Declared disabled","Operational Delivery","EO","Heterosexual / straight","9400","8385","28850","28120"
"In post","2023","Declared disabled","Operational Delivery","EO","LGBO","960","915","28660","28120"
"In post","2023","Declared disabled","Operational Delivery","EO","Undeclared","1305","1150","28830","28120"
"In post","2023","Declared disabled","Operational Delivery","EO","Unknown","845","735","29770","28120"
"In post","2023","Declared disabled","Operational Delivery","G6/G7","Heterosexual / straight","650","630","59530","57440"
"In post","2023","Declared disabled","Operational Delivery","G6/G7","LGBO","65","60","58550","55720"
"In post","2023","Declared disabled","Operational Delivery","G6/G7","Undeclared","75","70","61310","57970"
"In post","2023","Declared disabled","Operational Delivery","G6/G7","Unknown","30","30","57990","56950"
"In post","2023","Declared disabled","Operational Delivery","SCS level","Heterosexual / straight","65","65","96740","89560"
"In post","2023","Declared disabled","Operational Delivery","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","SEO/HEO","Heterosexual / straight","3765","3550","37850","35590"
"In post","2023","Declared disabled","Operational Delivery","SEO/HEO","LGBO","410","400","37540","35410"
"In post","2023","Declared disabled","Operational Delivery","SEO/HEO","Undeclared","470","445","37650","35740"
"In post","2023","Declared disabled","Operational Delivery","SEO/HEO","Unknown","210","195","38000","36620"
"In post","2023","Declared disabled","Operational Delivery","Unknown","Heterosexual / straight","3310","3070","31140","29050"
"In post","2023","Declared disabled","Operational Delivery","Unknown","LGBO","430","415","29960","27640"
"In post","2023","Declared disabled","Operational Delivery","Unknown","Undeclared","290","270","32660","30840"
"In post","2023","Declared disabled","Operational Delivery","Unknown","Unknown","45","40","32460","29740"
"In post","2023","Declared disabled","Operational Research","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","G6/G7","Heterosexual / straight","30","30","54840","53110"
"In post","2023","Declared disabled","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","SEO/HEO","Heterosexual / straight","55","50","38490","39890"
"In post","2023","Declared disabled","Operational Research","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other","AA/AO","Heterosexual / straight","595","525","21870","21690"
"In post","2023","Declared disabled","Other","AA/AO","LGBO","45","45","21850","21690"
"In post","2023","Declared disabled","Other","AA/AO","Undeclared","85","75","21780","21690"
"In post","2023","Declared disabled","Other","AA/AO","Unknown","55","50","23570","21690"
"In post","2023","Declared disabled","Other","EO","Heterosexual / straight","355","325","28470","28120"
"In post","2023","Declared disabled","Other","EO","LGBO","55","50","28140","28120"
"In post","2023","Declared disabled","Other","EO","Undeclared","50","45","28700","28120"
"In post","2023","Declared disabled","Other","EO","Unknown","35","25","29570","28120"
"In post","2023","Declared disabled","Other","G6/G7","Heterosexual / straight","110","100","60060","59000"
"In post","2023","Declared disabled","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","SEO/HEO","Heterosexual / straight","370","355","36810","35600"
"In post","2023","Declared disabled","Other","SEO/HEO","LGBO","40","40","36370","37280"
"In post","2023","Declared disabled","Other","SEO/HEO","Undeclared","35","35","37480","35410"
"In post","2023","Declared disabled","Other","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
