"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Statistics","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Statistics","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Statistics","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Statistics","G7","Heterosexual / straight","470","450","56940","55720"
"In post","2023","Analysis","Statistics","G7","LGBO","50","50","57260","55370"
"In post","2023","Analysis","Statistics","G7","Undeclared","50","45","57700","56950"
"In post","2023","Analysis","Statistics","G7","Unknown","80","80","55770","55020"
"In post","2023","Analysis","Statistics","HEO","Heterosexual / straight","495","480","34560","34190"
"In post","2023","Analysis","Statistics","HEO","LGBO","65","65","34270","34060"
"In post","2023","Analysis","Statistics","HEO","Undeclared","60","60","34340","34190"
"In post","2023","Analysis","Statistics","HEO","Unknown","160","160","32930","31560"
"In post","2023","Analysis","Statistics","SCS level","Heterosexual / straight","60","55","85110","80510"
"In post","2023","Analysis","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Statistics","SEO","Heterosexual / straight","555","530","42430","42170"
"In post","2023","Analysis","Statistics","SEO","LGBO","70","65","41510","41050"
"In post","2023","Analysis","Statistics","SEO","Undeclared","45","45","42330","42510"
"In post","2023","Analysis","Statistics","SEO","Unknown","115","115","42060","42090"
"In post","2023","Analysis","Tax","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Unknown","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Unknown","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Commercial","AA","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Commercial","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Commercial","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Commercial","AA","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Commercial","AO","Heterosexual / straight","175","160","23560","22500"
"In post","2023","Commercial","Commercial","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","Commercial","AO","Undeclared","20","20","[c]","[c]"
"In post","2023","Commercial","Commercial","AO","Unknown","90","85","24580","23460"
"In post","2023","Commercial","Commercial","EO","Heterosexual / straight","420","405","27450","27140"
"In post","2023","Commercial","Commercial","EO","LGBO","35","35","27490","27140"
"In post","2023","Commercial","Commercial","EO","Undeclared","45","40","27850","27400"
"In post","2023","Commercial","Commercial","EO","Unknown","115","110","27980","27140"
"In post","2023","Commercial","Commercial","G6","Heterosexual / straight","455","445","74410","71540"
"In post","2023","Commercial","Commercial","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","Commercial","G6","Undeclared","50","45","72810","71190"
"In post","2023","Commercial","Commercial","G6","Unknown","105","105","75430","72500"
"In post","2023","Commercial","Commercial","G7","Heterosexual / straight","910","890","59230","56000"
"In post","2023","Commercial","Commercial","G7","LGBO","55","55","60080","56740"
"In post","2023","Commercial","Commercial","G7","Undeclared","105","100","57400","56000"
"In post","2023","Commercial","Commercial","G7","Unknown","305","295","60550","56540"
"In post","2023","Commercial","Commercial","HEO","Heterosexual / straight","905","870","33630","33830"
"In post","2023","Commercial","Commercial","HEO","LGBO","45","45","33280","32500"
"In post","2023","Commercial","Commercial","HEO","Undeclared","90","85","34220","34300"
"In post","2023","Commercial","Commercial","HEO","Unknown","240","235","32700","32500"
"In post","2023","Commercial","Commercial","SCS level","Heterosexual / straight","205","205","114670","109590"
"In post","2023","Commercial","Commercial","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Commercial","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Commercial","SCS level","Unknown","45","45","118970","115300"
"In post","2023","Commercial","Commercial","SEO","Heterosexual / straight","1200","1165","41850","42070"
"In post","2023","Commercial","Commercial","SEO","LGBO","55","55","40910","40910"
"In post","2023","Commercial","Commercial","SEO","Undeclared","140","130","42120","42620"
"In post","2023","Commercial","Commercial","SEO","Unknown","220","215","41680","41290"
"In post","2023","Commercial","Commercial","Unknown","Heterosexual / straight","130","125","43310","42620"
"In post","2023","Commercial","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Commercial","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Commercial","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","International Trade","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","International Trade","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicine","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","EO","Heterosexual / straight","50","45","29810","30750"
"In post","2023","Commercial","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","EO","Unknown","10","10","[c]","[c]"
