"Status","Year","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for International Trade","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Statistics","London","60","60","48200","44260"
"In post","2023","Department for International Trade","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Unknown","London","15","15","44430","35010"
"In post","2023","Department for International Trade","Unknown","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Commercial","London","25","25","43470","40790"
"In post","2023","Department for Levelling Up, Housing and Communities","Commercial","Outside London","15","15","41960","41660"
"In post","2023","Department for Levelling Up, Housing and Communities","Communications","London","85","85","50000","46920"
"In post","2023","Department for Levelling Up, Housing and Communities","Communications","Outside London","15","15","36350","35540"
"In post","2023","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","London","85","85","57230","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Outside London","100","95","46930","43690"
"In post","2023","Department for Levelling Up, Housing and Communities","Economics","London","55","55","50220","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Finance","London","70","70","53570","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Finance","Outside London","70","70","45870","41690"
"In post","2023","Department for Levelling Up, Housing and Communities","Human Resources","London","35","30","53600","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Human Resources","Outside London","70","65","37420","33450"
"In post","2023","Department for Levelling Up, Housing and Communities","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","London","25","25","50210","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","Outside London","50","45","32580","29510"
"In post","2023","Department for Levelling Up, Housing and Communities","Operational Delivery","London","175","170","42170","39000"
"In post","2023","Department for Levelling Up, Housing and Communities","Operational Delivery","Outside London","610","575","35570","33050"
"In post","2023","Department for Levelling Up, Housing and Communities","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Planning","London","75","70","49890","44180"
"In post","2023","Department for Levelling Up, Housing and Communities","Planning","Outside London","30","30","41070","40300"
"In post","2023","Department for Levelling Up, Housing and Communities","Planning Inspectors","London","30","25","61320","60050"
"In post","2023","Department for Levelling Up, Housing and Communities","Planning Inspectors","Outside London","440","395","58130","60050"
"In post","2023","Department for Levelling Up, Housing and Communities","Policy","London","1290","1260","51950","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Policy","Outside London","450","440","43060","37540"
"In post","2023","Department for Levelling Up, Housing and Communities","Project Delivery","London","80","80","51780","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Project Delivery","Outside London","100","95","45510","49700"
"In post","2023","Department for Levelling Up, Housing and Communities","Security","London","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Social Research","London","25","25","53860","56370"
"In post","2023","Department for Levelling Up, Housing and Communities","Social Research","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Statistics","London","125","125","48240","44180"
"In post","2023","Department for Levelling Up, Housing and Communities","Statistics","Outside London","30","30","40100","37060"
"In post","2023","Department for Transport","Commercial","London","120","115","53870","55190"
"In post","2023","Department for Transport","Commercial","Outside London","270","250","35240","31660"
"In post","2023","Department for Transport","Communications","London","85","85","48720","44140"
"In post","2023","Department for Transport","Communications","Outside London","155","145","34100","31660"
"In post","2023","Department for Transport","Corporate Finance","London","10","10","71440","76420"
"In post","2023","Department for Transport","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Counter Fraud","London","5","5","[c]","[c]"
"In post","2023","Department for Transport","Counter Fraud","Outside London","50","45","31630","31400"
"In post","2023","Department for Transport","Digital, Data and Technology","London","75","75","48520","45020"
"In post","2023","Department for Transport","Digital, Data and Technology","Outside London","1130","1110","40870","39430"
"In post","2023","Department for Transport","Economics","London","160","155","51860","55740"
"In post","2023","Department for Transport","Economics","Outside London","10","10","38740","31350"
"In post","2023","Department for Transport","Finance","London","130","130","55550","56340"
"In post","2023","Department for Transport","Finance","Outside London","335","320","36710","32670"
"In post","2023","Department for Transport","Human Resources","London","60","60","53460","55190"
"In post","2023","Department for Transport","Human Resources","Outside London","385","365","35610","32630"
"In post","2023","Department for Transport","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Outside London","20","20","39080","34530"
"In post","2023","Department for Transport","International Trade","London","45","45","61530","56340"
"In post","2023","Department for Transport","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","London","10","10","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","Outside London","65","65","37540","33850"
"In post","2023","Department for Transport","Legal","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Transport","Medicine","Outside London","55","45","78180","88020"
"In post","2023","Department for Transport","Operational Delivery","London","490","465","35200","31450"
"In post","2023","Department for Transport","Operational Delivery","Outside London","9005","8125","26280","26780"
"In post","2023","Department for Transport","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","London","15","15","50360","49750"
"In post","2023","Department for Transport","Operational Research","Outside London","60","55","32350","32430"
"In post","2023","Department for Transport","Other","London","30","30","53930","55740"
