"Status","Year","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HEO","Heterosexual / straight","40","[c]","34460","34320"
"Leaver Dept.","2023","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Heterosexual / straight","85","[c]","28730","28310"
"Leaver Dept.","2023","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G7","Heterosexual / straight","115","[c]","56920","55850"
"Leaver Dept.","2023","Unknown","G7","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G7","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G7","Unknown","60","[c]","54000","54680"
"Leaver Dept.","2023","Unknown","HEO","Heterosexual / straight","145","[c]","35690","35180"
"Leaver Dept.","2023","Unknown","HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HEO","Undeclared","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","HEO","Unknown","345","[c]","32230","32000"
"Leaver Dept.","2023","Unknown","SCS level","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO","Heterosexual / straight","90","[c]","43530","43760"
"Leaver Dept.","2023","Unknown","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","AA","Unknown","50","[c]","21120","21380"
"New entrant CS","2023","Analysis","AO","Heterosexual / straight","100","[c]","22760","22520"
"New entrant CS","2023","Analysis","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","AO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","EO","Heterosexual / straight","130","[c]","27690","27840"
"New entrant CS","2023","Analysis","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","EO","Unknown","50","[c]","28130","28510"
"New entrant CS","2023","Analysis","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","G7","Heterosexual / straight","50","[c]","55330","54040"
"New entrant CS","2023","Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HEO","Heterosexual / straight","425","[c]","33260","33130"
"New entrant CS","2023","Analysis","HEO","LGBO","80","[c]","32630","31560"
"New entrant CS","2023","Analysis","HEO","Undeclared","45","[c]","33690","33950"
"New entrant CS","2023","Analysis","HEO","Unknown","220","[c]","32390","32000"
"New entrant CS","2023","Analysis","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","SEO","Heterosexual / straight","130","[c]","40500","39890"
"New entrant CS","2023","Analysis","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","SEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","AO","Heterosexual / straight","45","[c]","22450","21690"
"New entrant CS","2023","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","AO","Unknown","35","[c]","22730","22080"
"New entrant CS","2023","Commercial","EO","Heterosexual / straight","70","[c]","27640","27080"
"New entrant CS","2023","Commercial","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","EO","Unknown","45","[c]","26820","27080"
"New entrant CS","2023","Commercial","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","G6","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","G7","Heterosexual / straight","35","[c]","59700","56970"
"New entrant CS","2023","Commercial","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","G7","Unknown","55","[c]","66590","67860"
"New entrant CS","2023","Commercial","HEO","Heterosexual / straight","140","[c]","32870","32500"
"New entrant CS","2023","Commercial","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","HEO","Unknown","75","[c]","31260","30330"
"New entrant CS","2023","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SEO","Heterosexual / straight","85","[c]","40740","40420"
"New entrant CS","2023","Commercial","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","EO","Heterosexual / straight","55","[c]","27690","27690"
"New entrant CS","2023","Communications","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Communications","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","G7","Heterosexual / straight","35","[c]","54820","54460"
"New entrant CS","2023","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HEO","Heterosexual / straight","120","[c]","34120","33830"
"New entrant CS","2023","Communications","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HEO","Unknown","70","[c]","35370","35400"
"New entrant CS","2023","Communications","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SEO","Heterosexual / straight","85","[c]","42050","41490"
"New entrant CS","2023","Communications","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SEO","Unknown","35","[c]","42360","41710"
"New entrant CS","2023","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","AO","Heterosexual / straight","180","[c]","23330","22520"
"New entrant CS","2023","Counter Fraud","AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","AO","Unknown","35","[c]","22860","22520"
"New entrant CS","2023","Counter Fraud","EO","Heterosexual / straight","175","[c]","28290","27890"
"New entrant CS","2023","Counter Fraud","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","EO","Unknown","60","[c]","29160","27890"
"New entrant CS","2023","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","HEO","Heterosexual / straight","65","[c]","34850","34170"
"New entrant CS","2023","Counter Fraud","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","HEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","AO","Heterosexual / straight","845","[c]","22590","22520"
"New entrant CS","2023","Debt","AO","LGBO","95","[c]","22400","22520"
"New entrant CS","2023","Debt","AO","Undeclared","45","[c]","22330","22520"
"New entrant CS","2023","Debt","AO","Unknown","670","[c]","22860","22520"
"New entrant CS","2023","Debt","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","AO","Heterosexual / straight","95","[c]","21580","21690"
"New entrant CS","2023","Digital, Data & Technology","AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","AO","Unknown","50","[c]","22930","23060"
"New entrant CS","2023","Digital, Data & Technology","EO","Heterosexual / straight","390","[c]","27620","27650"
"New entrant CS","2023","Digital, Data & Technology","EO","LGBO","45","[c]","26970","26650"
"New entrant CS","2023","Digital, Data & Technology","EO","Undeclared","45","[c]","27940","27650"
"New entrant CS","2023","Digital, Data & Technology","EO","Unknown","230","[c]","27970","27650"
"New entrant CS","2023","Digital, Data & Technology","G6","Heterosexual / straight","85","[c]","70430","69990"
"New entrant CS","2023","Digital, Data & Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","G6","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","G7","Heterosexual / straight","335","[c]","55300","54950"
"New entrant CS","2023","Digital, Data & Technology","G7","LGBO","35","[c]","54670","54500"
"New entrant CS","2023","Digital, Data & Technology","G7","Undeclared","40","[c]","54970","54750"
"New entrant CS","2023","Digital, Data & Technology","G7","Unknown","145","[c]","56130","55720"
"New entrant CS","2023","Digital, Data & Technology","HEO","Heterosexual / straight","430","[c]","34160","34170"
"New entrant CS","2023","Digital, Data & Technology","HEO","LGBO","55","[c]","33840","34170"
"New entrant CS","2023","Digital, Data & Technology","HEO","Undeclared","35","[c]","34020","34170"
"New entrant CS","2023","Digital, Data & Technology","HEO","Unknown","300","[c]","33820","34400"
"New entrant CS","2023","Digital, Data & Technology","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","SCS level","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","SEO","Heterosexual / straight","475","[c]","41160","40800"
"New entrant CS","2023","Digital, Data & Technology","SEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","SEO","Undeclared","45","[c]","41000","40730"
"New entrant CS","2023","Digital, Data & Technology","SEO","Unknown","185","[c]","41820","41640"
"New entrant CS","2023","Digital, Data & Technology","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AO","Heterosexual / straight","130","[c]","22430","22520"
"New entrant CS","2023","Finance","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AO","Unknown","80","[c]","22500","22520"
"New entrant CS","2023","Finance","EO","Heterosexual / straight","105","[c]","27620","27080"
"New entrant CS","2023","Finance","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","EO","Unknown","55","[c]","27170","27080"
"New entrant CS","2023","Finance","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","G7","Heterosexual / straight","50","[c]","54600","54330"
"New entrant CS","2023","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HEO","Heterosexual / straight","100","[c]","34600","34170"
"New entrant CS","2023","Finance","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HEO","Unknown","60","[c]","32550","33420"
"New entrant CS","2023","Finance","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO","Heterosexual / straight","90","[c]","42210","41780"
"New entrant CS","2023","Finance","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","AO","Heterosexual / straight","195","[c]","22060","22150"
"New entrant CS","2023","Grants Management","AO","LGBO","35","[c]","22130","22150"
"New entrant CS","2023","Grants Management","AO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","AO","Unknown","90","[c]","21850","22150"
"New entrant CS","2023","Grants Management","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AO","Heterosexual / straight","135","[c]","22010","22220"
"New entrant CS","2023","Human Resources","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AO","Unknown","70","[c]","22530","22220"
"New entrant CS","2023","Human Resources","EO","Heterosexual / straight","200","[c]","27460","27110"
"New entrant CS","2023","Human Resources","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","EO","Unknown","110","[c]","27290","27140"
"New entrant CS","2023","Human Resources","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G7","Heterosexual / straight","60","[c]","53290","54330"
"New entrant CS","2023","Human Resources","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HEO","Heterosexual / straight","170","[c]","33470","33830"
"New entrant CS","2023","Human Resources","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HEO","Unknown","100","[c]","35260","33830"
"New entrant CS","2023","Human Resources","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SEO","Heterosexual / straight","90","[c]","41790","40680"
"New entrant CS","2023","Human Resources","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","AO","Heterosexual / straight","410","[c]","21760","21120"
"New entrant CS","2023","Legal","AO","LGBO","45","[c]","21920","21890"
"New entrant CS","2023","Legal","AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","AO","Unknown","40","[c]","22420","22520"
"New entrant CS","2023","Legal","EO","Heterosexual / straight","235","[c]","27910","27760"
"New entrant CS","2023","Legal","EO","LGBO","35","[c]","27590","27760"
"New entrant CS","2023","Legal","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","EO","Unknown","50","[c]","28190","28080"
"New entrant CS","2023","Legal","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","G7","Heterosexual / straight","280","[c]","53030","52360"
"New entrant CS","2023","Legal","G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","G7","Undeclared","25","[c]","[c]","[c]"
