"Status","Year","Disability","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Undeclared","No function","Undeclared","960","870","30940","28120"
"In post","2023","Declared disabled","Undeclared","No function","Unknown","175","155","30760","28120"
"In post","2023","Declared disabled","Undeclared","Project Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Project Delivery","Undeclared","55","55","48090","42800"
"In post","2023","Declared disabled","Undeclared","Project Delivery","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Property","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Security","Undeclared","30","30","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Security","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Undeclared","35","30","41880","39420"
"In post","2023","Declared disabled","Undeclared","Unknown","Unknown","65","60","45420","49260"
"In post","2023","Declared disabled","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Analysis","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Commercial","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Communications","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Counter Fraud","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Counter Fraud","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Debt","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Debt","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Digital, Data & Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Digital, Data & Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Digital, Data & Technology","Unknown","35","35","41890","41050"
"In post","2023","Declared disabled","Unknown","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Finance","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Human Resources","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Human Resources","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Legal","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Legal","Unknown","30","25","44770","50430"
"In post","2023","Declared disabled","Unknown","No function","Heterosexual / straight","185","165","32210","28120"
"In post","2023","Declared disabled","Unknown","No function","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","No function","Undeclared","65","60","36570","32820"
"In post","2023","Declared disabled","Unknown","No function","Unknown","640","580","32210","28490"
"In post","2023","Declared disabled","Unknown","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Project Delivery","Unknown","30","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Property","Unknown","30","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Security","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","85","80","38730","33520"
"In post","2023","Declared disabled","White","Analysis","Heterosexual / straight","585","550","44080","39890"
"In post","2023","Declared disabled","White","Analysis","LGBO","155","145","39560","37770"
"In post","2023","Declared disabled","White","Analysis","Undeclared","60","60","41840","38470"
"In post","2023","Declared disabled","White","Analysis","Unknown","40","40","37490","35000"
"In post","2023","Declared disabled","White","Commercial","Heterosexual / straight","465","450","47200","41800"
"In post","2023","Declared disabled","White","Commercial","LGBO","40","40","44130","39860"
"In post","2023","Declared disabled","White","Commercial","Undeclared","40","40","47100","42700"
"In post","2023","Declared disabled","White","Commercial","Unknown","65","65","51410","56000"
"In post","2023","Declared disabled","White","Communications","Heterosexual / straight","215","205","41660","39420"
"In post","2023","Declared disabled","White","Communications","LGBO","40","40","40330","37710"
"In post","2023","Declared disabled","White","Communications","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","White","Communications","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","White","Counter Fraud","Heterosexual / straight","1310","1190","32790","28130"
"In post","2023","Declared disabled","White","Counter Fraud","LGBO","160","155","32530","30510"
"In post","2023","Declared disabled","White","Counter Fraud","Undeclared","150","135","30590","28120"
"In post","2023","Declared disabled","White","Counter Fraud","Unknown","110","95","31330","28130"
"In post","2023","Declared disabled","White","Debt","Heterosexual / straight","565","490","24710","22520"
"In post","2023","Declared disabled","White","Debt","LGBO","65","65","24310","22520"
"In post","2023","Declared disabled","White","Debt","Undeclared","50","45","23500","21690"
"In post","2023","Declared disabled","White","Debt","Unknown","45","40","23810","22520"
"In post","2023","Declared disabled","White","Digital, Data & Technology","Heterosexual / straight","1630","1565","41450","38120"
"In post","2023","Declared disabled","White","Digital, Data & Technology","LGBO","255","245","40890","37590"
"In post","2023","Declared disabled","White","Digital, Data & Technology","Undeclared","180","170","41970","39160"
"In post","2023","Declared disabled","White","Digital, Data & Technology","Unknown","75","70","37500","34170"
"In post","2023","Declared disabled","White","Finance","Heterosexual / straight","845","780","39570","35000"
"In post","2023","Declared disabled","White","Finance","LGBO","80","80","37920","34170"
"In post","2023","Declared disabled","White","Finance","Undeclared","60","55","34130","29250"
"In post","2023","Declared disabled","White","Finance","Unknown","40","35","29300","27770"
"In post","2023","Declared disabled","White","Grants Management","Heterosexual / straight","290","265","26060","22150"
"In post","2023","Declared disabled","White","Grants Management","LGBO","40","40","25170","22150"
"In post","2023","Declared disabled","White","Grants Management","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Human Resources","Heterosexual / straight","1360","1280","39350","34700"
"In post","2023","Declared disabled","White","Human Resources","LGBO","185","180","39900","35540"
"In post","2023","Declared disabled","White","Human Resources","Undeclared","95","90","36490","34170"
"In post","2023","Declared disabled","White","Human Resources","Unknown","30","25","[c]","[c]"
"In post","2023","Declared disabled","White","Internal Audit","Heterosexual / straight","55","50","46600","45140"
"In post","2023","Declared disabled","White","Internal Audit","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","Internal Audit","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Legal","Heterosexual / straight","785","725","45450","44930"
"In post","2023","Declared disabled","White","Legal","LGBO","115","110","44510","41650"
"In post","2023","Declared disabled","White","Legal","Undeclared","55","45","50380","52360"
"In post","2023","Declared disabled","White","Legal","Unknown","65","55","42570","36780"
"In post","2023","Declared disabled","White","No function","Heterosexual / straight","25980","23480","31270","28120"
"In post","2023","Declared disabled","White","No function","LGBO","3235","3100","32190","28120"
"In post","2023","Declared disabled","White","No function","Undeclared","2670","2365","30580","28120"
"In post","2023","Declared disabled","White","No function","Unknown","1230","1055","28920","28080"
"In post","2023","Declared disabled","White","Project Delivery","Heterosexual / straight","1520","1445","43740","41000"
"In post","2023","Declared disabled","White","Project Delivery","LGBO","185","180","43110","39160"
"In post","2023","Declared disabled","White","Project Delivery","Undeclared","115","110","44070","41200"
"In post","2023","Declared disabled","White","Project Delivery","Unknown","110","105","38750","34260"
"In post","2023","Declared disabled","White","Property","Heterosexual / straight","515","490","37690","34300"
"In post","2023","Declared disabled","White","Property","LGBO","45","45","38330","34890"
"In post","2023","Declared disabled","White","Property","Undeclared","45","40","38300","34300"
"In post","2023","Declared disabled","White","Property","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","White","Security","Heterosexual / straight","580","555","34020","30700"
"In post","2023","Declared disabled","White","Security","LGBO","50","45","36840","33020"
"In post","2023","Declared disabled","White","Security","Undeclared","55","55","36000","33500"
"In post","2023","Declared disabled","White","Security","Unknown","30","25","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Heterosexual / straight","1620","1530","41220","38330"
"In post","2023","Declared disabled","White","Unknown","LGBO","365","350","38290","34170"
"In post","2023","Declared disabled","White","Unknown","Undeclared","125","120","41140","34870"
"In post","2023","Declared disabled","White","Unknown","Unknown","180","175","35670","30130"
"In post","2023","Declared non-disabled","Asian","Analysis","Heterosexual / straight","495","485","44310","40080"
"In post","2023","Declared non-disabled","Asian","Analysis","LGBO","20","20","[c]","[c]"
