"Status","Year","Organisation","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","Male","230","225","37690","37300"
"In post","2023","Charity Commission","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","London","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Communications","London","Male","5","5","[c]","[c]"
"In post","2023","Charity Commission","Communications","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Charity Commission","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","Outside London","Male","35","35","37960","35480"
"In post","2023","Charity Commission","Finance","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","London","Female","10","10","[c]","[c]"
"In post","2023","Charity Commission","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Charity Commission","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","London","Female","25","25","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","London","Male","20","20","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","Outside London","Female","175","165","31770","30170"
"In post","2023","Charity Commission","Operational Delivery","Outside London","Male","105","105","32050","30170"
"In post","2023","Charity Commission","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Communications","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Companies House","Communications","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Companies House","Counter Fraud","Outside London","Female","120","105","25560","23240"
"In post","2023","Companies House","Counter Fraud","Outside London","Male","70","65","27240","25610"
"In post","2023","Companies House","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Digital, Data and Technology","Outside London","Female","90","85","40120","38000"
"In post","2023","Companies House","Digital, Data and Technology","Outside London","Male","165","165","41430","38000"
"In post","2023","Companies House","Finance","Outside London","Female","40","35","34140","31350"
"In post","2023","Companies House","Finance","Outside London","Male","35","35","31880","25610"
"In post","2023","Companies House","Human Resources","Outside London","Female","45","40","38510","34840"
"In post","2023","Companies House","Human Resources","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Companies House","Knowledge and Information Management","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Companies House","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Legal","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Companies House","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Operational Delivery","Outside London","Female","295","255","25420","23240"
"In post","2023","Companies House","Operational Delivery","Outside London","Male","185","180","27340","25610"
"In post","2023","Companies House","Other","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Companies House","Other","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Companies House","Policy","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Companies House","Policy","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Companies House","Project Delivery","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Companies House","Project Delivery","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Companies House","Property","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Companies House","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Statistics","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Statistics","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Companies House","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","London","Female","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","London","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","London","Female","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","London","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","London","Female","20","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","London","Male","45","45","56870","58380"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Economics","London","Female","35","30","69670","64780"
"In post","2023","Competition and Markets Authority","Economics","London","Male","60","55","63850","57660"
"In post","2023","Competition and Markets Authority","Economics","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Economics","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Human Resources","London","Female","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","Human Resources","London","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","London","Female","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","London","Male","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","London","Female","70","70","66060","73510"
"In post","2023","Competition and Markets Authority","Legal","London","Male","55","55","80660","74800"
"In post","2023","Competition and Markets Authority","Legal","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","London","Female","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","London","Male","10","10","[c]","[c]"
