"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","245","235","35300","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","Unknown","55","55","35490","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","EO","Heterosexual / straight","35","35","26890","25960"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","G6/G7","Heterosexual / straight","140","135","53600","50330"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","Heterosexual / straight","160","150","35410","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","Heterosexual / straight","110","105","54310","51590"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","Heterosexual / straight","100","95","35860","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","SEO/HEO","Undeclared","10","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","Heterosexual / straight","1460","1330","22330","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","LGBO","150","145","22290","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","Undeclared","200","185","22330","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","Unknown","405","370","22280","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","Heterosexual / straight","950","905","26610","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","LGBO","80","75","26470","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","Undeclared","140","130","26680","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","Unknown","170","155","26370","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","Heterosexual / straight","180","175","54440","53050"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","SCS level","Heterosexual / straight","10","10","[c]","[c]"
