"Status","Year","Ethnicity","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","National Records of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Records of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Records of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","Chancellor's other departments","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","115","110","41640","36330"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","145","145","40940","35490"
"In post","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","30","30","52500","46690"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","35","35","38820","36800"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","30","30","47980","43520"
"In post","2023","Asian","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Office of Rail and Road","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","440","405","23180","21780"
"In post","2023","Asian","Office of the Public Guardian","Ministry of Justice","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Office of the Public Guardian","Ministry of Justice","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Office of the Public Guardian","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Registers of Scotland","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Registers of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Revenue Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Revenue Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Revenue Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Royal Fleet Auxiliary","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Royal Fleet Auxiliary","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Royal Fleet Auxiliary","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","50","50","25420","22150"
"In post","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Fiscal Commission","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Fiscal Commission","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Fiscal Commission","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Forestry","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Forestry","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Forestry","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","Heterosexual / straight","115","110","42960","39730"
"In post","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Housing Regulator","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Housing Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Housing Regulator","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Housing Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Prison Service","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Prison Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
