"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Counter Fraud","Counter Fraud","London","EO","775","735","32260","32520"
"In post","2023","Counter Fraud","Counter Fraud","London","G6/G7","150","145","65720","65230"
"In post","2023","Counter Fraud","Counter Fraud","London","SCS level","10","10","97030","84930"
"In post","2023","Counter Fraud","Counter Fraud","London","SEO/HEO","660","640","40990","39790"
"In post","2023","Counter Fraud","Counter Fraud","Outside London","AA/AO","1260","1090","22570","21690"
"In post","2023","Counter Fraud","Counter Fraud","Outside London","EO","3990","3640","28440","28120"
"In post","2023","Counter Fraud","Counter Fraud","Outside London","G6/G7","175","165","60110","57970"
"In post","2023","Counter Fraud","Counter Fraud","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Outside London","SEO/HEO","1970","1880","36270","34850"
"In post","2023","Counter Fraud","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","London","EO","20","20","32400","32260"
"In post","2023","Counter Fraud","Intelligence Analysis","London","G6/G7","20","20","68200","65230"
"In post","2023","Counter Fraud","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","London","SEO/HEO","50","45","42060","39790"
"In post","2023","Counter Fraud","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","Outside London","EO","35","35","28140","27890"
"In post","2023","Counter Fraud","Intelligence Analysis","Outside London","G6/G7","15","15","60350","57970"
"In post","2023","Counter Fraud","Intelligence Analysis","Outside London","SEO/HEO","90","85","37730","35000"
"In post","2023","Counter Fraud","International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","Outside London","SEO/HEO","15","15","40260","42140"
"In post","2023","Counter Fraud","Legal","London","AA/AO","25","25","26220","26920"
"In post","2023","Counter Fraud","Legal","London","EO","235","225","32900","32540"
"In post","2023","Counter Fraud","Legal","London","G6/G7","45","40","67480","65230"
"In post","2023","Counter Fraud","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Legal","London","SEO/HEO","295","290","41640","39790"
"In post","2023","Counter Fraud","Legal","Outside London","AA/AO","155","130","22550","22520"
"In post","2023","Counter Fraud","Legal","Outside London","EO","565","535","28450","28130"
"In post","2023","Counter Fraud","Legal","Outside London","G6/G7","70","65","59620","57970"
"In post","2023","Counter Fraud","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Legal","Outside London","SEO/HEO","590","570","37230","35000"
"In post","2023","Counter Fraud","Operational Delivery","London","AA/AO","75","70","26740","26920"
"In post","2023","Counter Fraud","Operational Delivery","London","EO","160","145","32730","32540"
"In post","2023","Counter Fraud","Operational Delivery","London","G6/G7","45","40","66160","65230"
"In post","2023","Counter Fraud","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Delivery","London","SEO/HEO","170","165","41990","39790"
"In post","2023","Counter Fraud","Operational Delivery","Outside London","AA/AO","405","350","22550","22520"
"In post","2023","Counter Fraud","Operational Delivery","Outside London","EO","1075","990","28380","28130"
"In post","2023","Counter Fraud","Operational Delivery","Outside London","G6/G7","130","125","60260","57970"
"In post","2023","Counter Fraud","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Operational Delivery","Outside London","SEO/HEO","1140","1070","36980","35000"
"In post","2023","Counter Fraud","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Other","London","AA/AO","10","10","26920","26920"
"In post","2023","Counter Fraud","Other","London","EO","15","15","33370","32540"
"In post","2023","Counter Fraud","Other","London","G6/G7","15","15","68870","66710"
"In post","2023","Counter Fraud","Other","London","SEO/HEO","15","15","43430","42060"
"In post","2023","Counter Fraud","Other","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Other","Outside London","EO","45","35","28880","28380"
"In post","2023","Counter Fraud","Other","Outside London","G6/G7","90","80","60020","57970"
"In post","2023","Counter Fraud","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Other","Outside London","SEO/HEO","90","80","38570","36990"
"In post","2023","Counter Fraud","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","London","EO","85","80","32880","32540"
"In post","2023","Counter Fraud","Tax","London","G6/G7","75","70","68590","65230"
"In post","2023","Counter Fraud","Tax","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","London","SEO/HEO","160","155","42120","39880"
"In post","2023","Counter Fraud","Tax","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Tax","Outside London","EO","320","295","28420","28130"
"In post","2023","Counter Fraud","Tax","Outside London","G6/G7","385","365","60840","57970"
"In post","2023","Counter Fraud","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","Outside London","SEO/HEO","680","640","37600","35000"
"In post","2023","Counter Fraud","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","London","EO","50","50","32140","32260"
"In post","2023","Counter Fraud","Unknown","London","G6/G7","15","15","62090","61850"
"In post","2023","Counter Fraud","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","London","SEO/HEO","40","40","40540","39790"
"In post","2023","Counter Fraud","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Outside London","EO","55","50","27950","27890"
"In post","2023","Counter Fraud","Unknown","Outside London","G6/G7","15","15","54680","54680"
"In post","2023","Counter Fraud","Unknown","Outside London","SEO/HEO","75","75","36030","34700"
"In post","2023","Counter Fraud","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Debt","Operational Delivery","London","AA/AO","400","355","26760","26920"
"In post","2023","Debt","Operational Delivery","London","EO","140","125","32750","32540"
"In post","2023","Debt","Operational Delivery","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Operational Delivery","London","SEO/HEO","30","30","42740","42060"
"In post","2023","Debt","Operational Delivery","Outside London","AA/AO","2840","2575","22570","22520"
"In post","2023","Debt","Operational Delivery","Outside London","EO","715","660","28420","28130"
"In post","2023","Debt","Operational Delivery","Outside London","G6/G7","35","35","60450","57970"
"In post","2023","Debt","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Operational Delivery","Outside London","SEO/HEO","250","230","37320","35000"
"In post","2023","Debt","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Other","London","AA/AO","10","10","25610","25610"
"In post","2023","Debt","Other","Outside London","AA/AO","2120","1815","21800","21690"
"In post","2023","Debt","Other","Outside London","EO","375","330","28270","28120"
"In post","2023","Debt","Other","Outside London","SEO/HEO","100","95","34510","34170"
"In post","2023","Debt","Other","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Other","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Policy","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","Tax","London","AA/AO","25","20","26920","26920"
"In post","2023","Debt","Tax","London","EO","5","5","[c]","[c]"
"In post","2023","Debt","Tax","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Tax","Outside London","AA/AO","510","485","22520","22520"
"In post","2023","Debt","Tax","Outside London","EO","100","95","27950","27890"
"In post","2023","Debt","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Tax","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","London","EO","10","10","32200","31980"
"In post","2023","Debt","Unknown","Outside London","AA/AO","25","20","22520","22520"
"In post","2023","Debt","Unknown","Outside London","EO","25","25","27960","28020"
"In post","2023","Debt","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
