"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Internal Audit","North West (England)","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","North West (England)","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","North West (England)","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","Hampshire and Isle of Wight","Portsmouth","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South West (England)","Devon","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Wales","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","West Midlands (England)","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Yorkshire and The Humber","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Yorkshire and The Humber","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","30","[c]","38070","36290"
"Leaver CS","2023","Legal","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","20","[c]","38820","28080"
"Leaver CS","2023","Legal","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","10","[c]","41090","34120"
"Leaver CS","2023","Legal","East of England","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","East Anglia","Norwich and East Norfolk","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","Essex","Heart of Essex","15","[c]","42080","40800"
"Leaver CS","2023","Legal","East of England","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","Inner London - East","Hackney and Newham","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","Inner London - East","Lambeth","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","Inner London - East","Tower Hamlets","35","[c]","63530","69440"
"Leaver CS","2023","Legal","London","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","Inner London - West","Westminster","360","[c]","49760","52020"
"Leaver CS","2023","Legal","London","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","Outer London - South","Croydon","10","[c]","42530","37480"
"Leaver CS","2023","Legal","London","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","Outer London - West and North West","Hounslow and Richmond upon Thames","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North East (England)","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North East (England)","Northumberland, and Tyne and Wear","Tyneside","20","[c]","40760","38940"
"Leaver CS","2023","Legal","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North East (England)","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North East (England)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","Greater Manchester","Greater Manchester South West","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","Greater Manchester","Manchester","25","[c]","45080","49050"
"Leaver CS","2023","Legal","North West (England)","Lancashire","Mid Lancashire","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","Merseyside","Liverpool","20","[c]","38780","31930"
"Leaver CS","2023","Legal","North West (England)","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Northern Ireland","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","Eastern Scotland","City of Edinburgh","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","West Central Scotland","Glasgow City","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","15","[c]","36190","28190"
"Leaver CS","2023","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","Hampshire and Isle of Wight","Portsmouth","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","Hampshire and Isle of Wight","South Hampshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","Kent","East Kent","15","[c]","34040","24480"
"Leaver CS","2023","Legal","South East (England)","Surrey, East and West Sussex","Brighton and Hove","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","Surrey, East and West Sussex","West Surrey","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","Devon","Devon CC","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","15","[c]","37990","33810"
"Leaver CS","2023","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wales","East Wales","Cardiff and Vale of Glamorgan","20","[c]","40960","38760"
"Leaver CS","2023","Legal","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wales","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wales","West Wales and The Valleys","Swansea","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Midlands (England)","West Midlands","Birmingham","40","[c]","39440","37030"
"Leaver CS","2023","Legal","West Midlands (England)","West Midlands","Coventry","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","North Yorkshire","York","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","South Yorkshire","Sheffield","10","[c]","29340","23650"
"Leaver CS","2023","Legal","Yorkshire and The Humber","West Yorkshire","Leeds","40","[c]","42860","32500"
"Leaver CS","2023","Legal","Yorkshire and The Humber","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","110","[c]","26200","21780"
"Leaver CS","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","35","[c]","26880","27570"
"Leaver CS","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","115","[c]","30720","27570"
"Leaver CS","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","520","[c]","28200","26960"
"Leaver CS","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","85","[c]","36210","32790"
"Leaver CS","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","100","[c]","35980","28120"
"Leaver CS","2023","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","210","[c]","25000","21780"
"Leaver CS","2023","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","225","[c]","26770","24680"
"Leaver CS","2023","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","35","[c]","27350","27570"
"Leaver CS","2023","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","170","[c]","24690","21780"
"Leaver CS","2023","No function","East Midlands (England)","Lincolnshire","Lincolnshire CC","260","[c]","29230","27570"
"Leaver CS","2023","No function","East of England","Bedfordshire and Hertfordshire","Bedford","110","[c]","32210","27570"
"Leaver CS","2023","No function","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","20","[c]","32480","28790"
"Leaver CS","2023","No function","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","270","[c]","31840","29290"
"Leaver CS","2023","No function","East of England","Bedfordshire and Hertfordshire","Luton","50","[c]","26130","27570"
"Leaver CS","2023","No function","East of England","East Anglia","Breckland and South Norfolk","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","East of England","East Anglia","Cambridgeshire CC","275","[c]","33140","27650"
"Leaver CS","2023","No function","East of England","East Anglia","North and West Norfolk","55","[c]","32980","28120"
"Leaver CS","2023","No function","East of England","East Anglia","Norwich and East Norfolk","170","[c]","28100","27570"
"Leaver CS","2023","No function","East of England","East Anglia","Peterborough","120","[c]","27000","23390"
"Leaver CS","2023","No function","East of England","East Anglia","Suffolk CC","345","[c]","29460","26120"
"Leaver CS","2023","No function","East of England","Essex","Essex Haven Gateway","75","[c]","37950","29290"
"Leaver CS","2023","No function","East of England","Essex","Essex Thames Gateway","65","[c]","28120","29290"
